manual_file,task_id,difficulty,domain,task_type,pde_system,model,model_display,facet,facet_id,human_score,auto_score,workbook_initial_score,manual_minus_auto,abs_diff,human_notes,auto_rationale,matched_auto
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,easy_heat_1d_dirichlet_001,easy,heat_transfer,forward_pde_solving,1D heat equation,deepseek-ai/DeepSeek-V4-Flash,DeepSeek-V4-Flash,Validation Failure Risks,validation_failure_risks,4.5,3,3,1.5,1.5,,core_cue_ratio=1.00; reference_item_match=3/12,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,easy_heat_1d_dirichlet_001,easy,heat_transfer,forward_pde_solving,1D heat equation,Pro/moonshotai/Kimi-K2.6,Kimi-K2.6,Validation Failure Risks,validation_failure_risks,4.5,4,4,0.5,0.5,,core_cue_ratio=1.00; reference_item_match=5/12,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,easy_heat_1d_dirichlet_001,easy,heat_transfer,forward_pde_solving,1D heat equation,Pro/zai-org/GLM-4.7,GLM-4.7,Validation Failure Risks,validation_failure_risks,4,4,4,0,0,,core_cue_ratio=1.00; reference_item_match=5/12,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,medium_heat_inverse_alpha_009,medium,heat_transfer,inverse_parameter_estimation,1D heat equation,deepseek-ai/DeepSeek-V4-Flash,DeepSeek-V4-Flash,Problem Formalization,problem_formalization,5,4,5,1,1,,"core_cue_ratio=1.00; reference_item_match=2/3; pf_strict_cap<=4: 5 requires known/unknown split, task type, missing-spec handling, task-specific decision, and high reference match",yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,medium_heat_inverse_alpha_009,medium,heat_transfer,inverse_parameter_estimation,1D heat equation,Pro/moonshotai/Kimi-K2.6,Kimi-K2.6,Problem Formalization,problem_formalization,5,4,5,1,1,,"core_cue_ratio=1.00; reference_item_match=2/3; pf_strict_cap<=4: 5 requires known/unknown split, task type, missing-spec handling, task-specific decision, and high reference match",yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,medium_heat_inverse_alpha_009,medium,heat_transfer,inverse_parameter_estimation,1D heat equation,Pro/zai-org/GLM-4.7,GLM-4.7,Problem Formalization,problem_formalization,5,4,5,1,1,,"core_cue_ratio=1.00; reference_item_match=2/3; pf_strict_cap<=4: 5 requires known/unknown split, task type, missing-spec handling, task-specific decision, and high reference match",yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,medium_heat_inverse_alpha_009,medium,heat_transfer,inverse_parameter_estimation,1D heat equation,deepseek-ai/DeepSeek-V4-Flash,DeepSeek-V4-Flash,Physics Constraints,physics_constraints,3,3,3,0,0,,core_cue_ratio=1.00; reference_item_match=2/10,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,medium_heat_inverse_alpha_009,medium,heat_transfer,inverse_parameter_estimation,1D heat equation,Pro/moonshotai/Kimi-K2.6,Kimi-K2.6,Physics Constraints,physics_constraints,4,4,4,0,0,,core_cue_ratio=1.00; reference_item_match=4/10,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,medium_heat_inverse_alpha_009,medium,heat_transfer,inverse_parameter_estimation,1D heat equation,Pro/zai-org/GLM-4.7,GLM-4.7,Physics Constraints,physics_constraints,3,3,3,0,0,,core_cue_ratio=1.00; reference_item_match=3/10,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,medium_heat_inverse_alpha_009,medium,heat_transfer,inverse_parameter_estimation,1D heat equation,deepseek-ai/DeepSeek-V4-Flash,DeepSeek-V4-Flash,Model Choice,model_choice,5,5,5,0,0,,core_cue_ratio=1.00; reference_item_match=4/6,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,medium_heat_inverse_alpha_009,medium,heat_transfer,inverse_parameter_estimation,1D heat equation,Pro/moonshotai/Kimi-K2.6,Kimi-K2.6,Model Choice,model_choice,5,5,5,0,0,,core_cue_ratio=0.80; reference_item_match=6/6,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,medium_heat_inverse_alpha_009,medium,heat_transfer,inverse_parameter_estimation,1D heat equation,Pro/zai-org/GLM-4.7,GLM-4.7,Model Choice,model_choice,4,5,5,-1,1,,core_cue_ratio=1.00; reference_item_match=5/6,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,medium_heat_inverse_alpha_009,medium,heat_transfer,inverse_parameter_estimation,1D heat equation,deepseek-ai/DeepSeek-V4-Flash,DeepSeek-V4-Flash,Training Strategy,training_strategy,4,3,3,1,1,,core_cue_ratio=1.00; reference_item_match=5/17,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,medium_heat_inverse_alpha_009,medium,heat_transfer,inverse_parameter_estimation,1D heat equation,Pro/moonshotai/Kimi-K2.6,Kimi-K2.6,Training Strategy,training_strategy,4.5,5,5,-0.5,0.5,,core_cue_ratio=1.00; reference_item_match=11/17,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,medium_heat_inverse_alpha_009,medium,heat_transfer,inverse_parameter_estimation,1D heat equation,Pro/zai-org/GLM-4.7,GLM-4.7,Training Strategy,training_strategy,4,4,4,0,0,,core_cue_ratio=1.00; reference_item_match=8/17,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,medium_heat_inverse_alpha_009,medium,heat_transfer,inverse_parameter_estimation,1D heat equation,deepseek-ai/DeepSeek-V4-Flash,DeepSeek-V4-Flash,Validation Failure Risks,validation_failure_risks,3,3,3,0,0,,core_cue_ratio=1.00; reference_item_match=2/14,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,medium_heat_inverse_alpha_009,medium,heat_transfer,inverse_parameter_estimation,1D heat equation,Pro/moonshotai/Kimi-K2.6,Kimi-K2.6,Validation Failure Risks,validation_failure_risks,4,4,4,0,0,,core_cue_ratio=1.00; reference_item_match=7/14,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,medium_heat_inverse_alpha_009,medium,heat_transfer,inverse_parameter_estimation,1D heat equation,Pro/zai-org/GLM-4.7,GLM-4.7,Validation Failure Risks,validation_failure_risks,3,3,3,0,0,,core_cue_ratio=1.00; reference_item_match=2/14,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,medium_wave_sparse_sensors_012,medium,wave_propagation,sparse_observation_modeling,1D wave equation,deepseek-ai/DeepSeek-V4-Flash,DeepSeek-V4-Flash,Problem Formalization,problem_formalization,4,4,5,0,0,,core_cue_ratio=1.00; reference_item_match=2/4,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,medium_wave_sparse_sensors_012,medium,wave_propagation,sparse_observation_modeling,1D wave equation,Pro/moonshotai/Kimi-K2.6,Kimi-K2.6,Problem Formalization,problem_formalization,4,4,5,0,0,,core_cue_ratio=1.00; reference_item_match=2/4,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,medium_wave_sparse_sensors_012,medium,wave_propagation,sparse_observation_modeling,1D wave equation,Pro/zai-org/GLM-4.7,GLM-4.7,Problem Formalization,problem_formalization,4,4,5,0,0,,core_cue_ratio=1.00; reference_item_match=2/4,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,medium_wave_sparse_sensors_012,medium,wave_propagation,sparse_observation_modeling,1D wave equation,deepseek-ai/DeepSeek-V4-Flash,DeepSeek-V4-Flash,Physics Constraints,physics_constraints,3,3,3,0,0,,core_cue_ratio=1.00; reference_item_match=2/11,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,medium_wave_sparse_sensors_012,medium,wave_propagation,sparse_observation_modeling,1D wave equation,Pro/moonshotai/Kimi-K2.6,Kimi-K2.6,Physics Constraints,physics_constraints,4,4,4,0,0,,core_cue_ratio=1.00; reference_item_match=4/11,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,medium_wave_sparse_sensors_012,medium,wave_propagation,sparse_observation_modeling,1D wave equation,Pro/zai-org/GLM-4.7,GLM-4.7,Physics Constraints,physics_constraints,3,3,3,0,0,,core_cue_ratio=0.80; reference_item_match=1/11,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,medium_wave_sparse_sensors_012,medium,wave_propagation,sparse_observation_modeling,1D wave equation,deepseek-ai/DeepSeek-V4-Flash,DeepSeek-V4-Flash,Model Choice,model_choice,4.5,5,5,-0.5,0.5,,core_cue_ratio=0.80; reference_item_match=3/4,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,medium_wave_sparse_sensors_012,medium,wave_propagation,sparse_observation_modeling,1D wave equation,Pro/moonshotai/Kimi-K2.6,Kimi-K2.6,Model Choice,model_choice,4,5,5,-1,1,,core_cue_ratio=1.00; reference_item_match=3/4,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,medium_wave_sparse_sensors_012,medium,wave_propagation,sparse_observation_modeling,1D wave equation,Pro/zai-org/GLM-4.7,GLM-4.7,Model Choice,model_choice,4,5,5,-1,1,,core_cue_ratio=1.00; reference_item_match=3/4,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,medium_wave_sparse_sensors_012,medium,wave_propagation,sparse_observation_modeling,1D wave equation,deepseek-ai/DeepSeek-V4-Flash,DeepSeek-V4-Flash,Training Strategy,training_strategy,4.5,5,5,-0.5,0.5,,core_cue_ratio=1.00; reference_item_match=13/15,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,medium_wave_sparse_sensors_012,medium,wave_propagation,sparse_observation_modeling,1D wave equation,Pro/moonshotai/Kimi-K2.6,Kimi-K2.6,Training Strategy,training_strategy,4.5,5,5,-0.5,0.5,,core_cue_ratio=1.00; reference_item_match=9/15,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,medium_wave_sparse_sensors_012,medium,wave_propagation,sparse_observation_modeling,1D wave equation,Pro/zai-org/GLM-4.7,GLM-4.7,Training Strategy,training_strategy,4,4,4,0,0,,core_cue_ratio=1.00; reference_item_match=7/15,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,medium_wave_sparse_sensors_012,medium,wave_propagation,sparse_observation_modeling,1D wave equation,deepseek-ai/DeepSeek-V4-Flash,DeepSeek-V4-Flash,Validation Failure Risks,validation_failure_risks,4,3,3,1,1,,core_cue_ratio=1.00; reference_item_match=4/15,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,medium_wave_sparse_sensors_012,medium,wave_propagation,sparse_observation_modeling,1D wave equation,Pro/moonshotai/Kimi-K2.6,Kimi-K2.6,Validation Failure Risks,validation_failure_risks,4,4,4,0,0,,core_cue_ratio=1.00; reference_item_match=6/15,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,medium_wave_sparse_sensors_012,medium,wave_propagation,sparse_observation_modeling,1D wave equation,Pro/zai-org/GLM-4.7,GLM-4.7,Validation Failure Risks,validation_failure_risks,4,4,4,0,0,,core_cue_ratio=1.00; reference_item_match=5/15,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,hard_cahn_hilliard_017,hard,phase_field,high_order_pde_modeling,Cahn-Hilliard equation,deepseek-ai/DeepSeek-V4-Flash,DeepSeek-V4-Flash,Problem Formalization,problem_formalization,4.5,4,5,0.5,0.5,,"core_cue_ratio=0.80; reference_item_match=3/3; pf_strict_cap<=4: 5 requires known/unknown split, task type, missing-spec handling, task-specific decision, and high reference match",yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,hard_cahn_hilliard_017,hard,phase_field,high_order_pde_modeling,Cahn-Hilliard equation,Pro/moonshotai/Kimi-K2.6,Kimi-K2.6,Problem Formalization,problem_formalization,4.5,4,5,0.5,0.5,,"core_cue_ratio=1.00; reference_item_match=3/3; pf_strict_cap<=4: 5 requires known/unknown split, task type, missing-spec handling, task-specific decision, and high reference match",yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,hard_cahn_hilliard_017,hard,phase_field,high_order_pde_modeling,Cahn-Hilliard equation,Pro/zai-org/GLM-4.7,GLM-4.7,Problem Formalization,problem_formalization,4,4,5,0,0,,"core_cue_ratio=1.00; reference_item_match=3/3; pf_strict_cap<=4: 5 requires known/unknown split, task type, missing-spec handling, task-specific decision, and high reference match",yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,hard_cahn_hilliard_017,hard,phase_field,high_order_pde_modeling,Cahn-Hilliard equation,deepseek-ai/DeepSeek-V4-Flash,DeepSeek-V4-Flash,Physics Constraints,physics_constraints,4.5,5,5,-0.5,0.5,,core_cue_ratio=1.00; reference_item_match=9/11,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,hard_cahn_hilliard_017,hard,phase_field,high_order_pde_modeling,Cahn-Hilliard equation,Pro/moonshotai/Kimi-K2.6,Kimi-K2.6,Physics Constraints,physics_constraints,4.5,5,5,-0.5,0.5,,core_cue_ratio=1.00; reference_item_match=9/11,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,hard_cahn_hilliard_017,hard,phase_field,high_order_pde_modeling,Cahn-Hilliard equation,Pro/zai-org/GLM-4.7,GLM-4.7,Physics Constraints,physics_constraints,4,5,5,-1,1,,core_cue_ratio=1.00; reference_item_match=9/11,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,hard_cahn_hilliard_017,hard,phase_field,high_order_pde_modeling,Cahn-Hilliard equation,deepseek-ai/DeepSeek-V4-Flash,DeepSeek-V4-Flash,Model Choice,model_choice,4.5,5,5,-0.5,0.5,,core_cue_ratio=0.80; reference_item_match=4/6,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,hard_cahn_hilliard_017,hard,phase_field,high_order_pde_modeling,Cahn-Hilliard equation,Pro/moonshotai/Kimi-K2.6,Kimi-K2.6,Model Choice,model_choice,4,4,4,0,0,,core_cue_ratio=1.00; reference_item_match=3/6,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,hard_cahn_hilliard_017,hard,phase_field,high_order_pde_modeling,Cahn-Hilliard equation,Pro/zai-org/GLM-4.7,GLM-4.7,Model Choice,model_choice,4,4,4,0,0,,core_cue_ratio=1.00; reference_item_match=3/6,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,hard_cahn_hilliard_017,hard,phase_field,high_order_pde_modeling,Cahn-Hilliard equation,deepseek-ai/DeepSeek-V4-Flash,DeepSeek-V4-Flash,Training Strategy,training_strategy,4,5,5,-1,1,,core_cue_ratio=1.00; reference_item_match=14/16,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,hard_cahn_hilliard_017,hard,phase_field,high_order_pde_modeling,Cahn-Hilliard equation,Pro/moonshotai/Kimi-K2.6,Kimi-K2.6,Training Strategy,training_strategy,4.5,5,5,-0.5,0.5,,core_cue_ratio=1.00; reference_item_match=13/16,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,hard_cahn_hilliard_017,hard,phase_field,high_order_pde_modeling,Cahn-Hilliard equation,Pro/zai-org/GLM-4.7,GLM-4.7,Training Strategy,training_strategy,4,5,5,-1,1,,core_cue_ratio=1.00; reference_item_match=13/16,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,hard_cahn_hilliard_017,hard,phase_field,high_order_pde_modeling,Cahn-Hilliard equation,deepseek-ai/DeepSeek-V4-Flash,DeepSeek-V4-Flash,Validation Failure Risks,validation_failure_risks,4.5,5,5,-0.5,0.5,,core_cue_ratio=1.00; reference_item_match=11/18,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,hard_cahn_hilliard_017,hard,phase_field,high_order_pde_modeling,Cahn-Hilliard equation,Pro/moonshotai/Kimi-K2.6,Kimi-K2.6,Validation Failure Risks,validation_failure_risks,4.5,5,5,-0.5,0.5,,core_cue_ratio=1.00; reference_item_match=14/18,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,hard_cahn_hilliard_017,hard,phase_field,high_order_pde_modeling,Cahn-Hilliard equation,Pro/zai-org/GLM-4.7,GLM-4.7,Validation Failure Risks,validation_failure_risks,3.5,4,4,-0.5,0.5,,core_cue_ratio=1.00; reference_item_match=8/18,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,hard_helmholtz_high_frequency_020,hard,wave_physics,high_frequency_frequency_domain_modeling,Helmholtz equation,deepseek-ai/DeepSeek-V4-Flash,DeepSeek-V4-Flash,Problem Formalization,problem_formalization,4.5,3,5,1.5,1.5,,"core_cue_ratio=1.00; reference_item_match=4/4; pf_strict_cap<=4: 5 requires known/unknown split, task type, missing-spec handling, task-specific decision, and high reference match; pf_strict_cap<=3: missing workflow-changing task-type/data-role distinction",yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,hard_helmholtz_high_frequency_020,hard,wave_physics,high_frequency_frequency_domain_modeling,Helmholtz equation,Pro/moonshotai/Kimi-K2.6,Kimi-K2.6,Problem Formalization,problem_formalization,4.5,5,5,-0.5,0.5,,core_cue_ratio=1.00; reference_item_match=4/4,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,hard_helmholtz_high_frequency_020,hard,wave_physics,high_frequency_frequency_domain_modeling,Helmholtz equation,Pro/zai-org/GLM-4.7,GLM-4.7,Problem Formalization,problem_formalization,4,3,5,1,1,,"core_cue_ratio=1.00; reference_item_match=4/4; pf_strict_cap<=4: 5 requires known/unknown split, task type, missing-spec handling, task-specific decision, and high reference match; pf_strict_cap<=3: missing workflow-changing task-type/data-role distinction",yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,hard_helmholtz_high_frequency_020,hard,wave_physics,high_frequency_frequency_domain_modeling,Helmholtz equation,deepseek-ai/DeepSeek-V4-Flash,DeepSeek-V4-Flash,Physics Constraints,physics_constraints,5,5,5,0,0,,core_cue_ratio=0.80; reference_item_match=8/11,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,hard_helmholtz_high_frequency_020,hard,wave_physics,high_frequency_frequency_domain_modeling,Helmholtz equation,Pro/moonshotai/Kimi-K2.6,Kimi-K2.6,Physics Constraints,physics_constraints,4.5,4,4,0.5,0.5,,core_cue_ratio=1.00; reference_item_match=6/11,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,hard_helmholtz_high_frequency_020,hard,wave_physics,high_frequency_frequency_domain_modeling,Helmholtz equation,Pro/zai-org/GLM-4.7,GLM-4.7,Physics Constraints,physics_constraints,4,4,4,0,0,,core_cue_ratio=1.00; reference_item_match=7/11,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,hard_helmholtz_high_frequency_020,hard,wave_physics,high_frequency_frequency_domain_modeling,Helmholtz equation,deepseek-ai/DeepSeek-V4-Flash,DeepSeek-V4-Flash,Model Choice,model_choice,4.5,5,5,-0.5,0.5,,core_cue_ratio=1.00; reference_item_match=7/9,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,hard_helmholtz_high_frequency_020,hard,wave_physics,high_frequency_frequency_domain_modeling,Helmholtz equation,Pro/moonshotai/Kimi-K2.6,Kimi-K2.6,Model Choice,model_choice,4,4,4,0,0,,core_cue_ratio=1.00; reference_item_match=5/9,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,hard_helmholtz_high_frequency_020,hard,wave_physics,high_frequency_frequency_domain_modeling,Helmholtz equation,Pro/zai-org/GLM-4.7,GLM-4.7,Model Choice,model_choice,4,4,4,0,0,,core_cue_ratio=1.00; reference_item_match=4/9,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,hard_helmholtz_high_frequency_020,hard,wave_physics,high_frequency_frequency_domain_modeling,Helmholtz equation,deepseek-ai/DeepSeek-V4-Flash,DeepSeek-V4-Flash,Training Strategy,training_strategy,4,4,4,0,0,,core_cue_ratio=1.00; reference_item_match=9/15,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,hard_helmholtz_high_frequency_020,hard,wave_physics,high_frequency_frequency_domain_modeling,Helmholtz equation,Pro/moonshotai/Kimi-K2.6,Kimi-K2.6,Training Strategy,training_strategy,4,4,4,0,0,,core_cue_ratio=1.00; reference_item_match=5/15,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,hard_helmholtz_high_frequency_020,hard,wave_physics,high_frequency_frequency_domain_modeling,Helmholtz equation,Pro/zai-org/GLM-4.7,GLM-4.7,Training Strategy,training_strategy,4,4,4,0,0,,core_cue_ratio=1.00; reference_item_match=5/15,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,hard_helmholtz_high_frequency_020,hard,wave_physics,high_frequency_frequency_domain_modeling,Helmholtz equation,deepseek-ai/DeepSeek-V4-Flash,DeepSeek-V4-Flash,Validation Failure Risks,validation_failure_risks,4.5,5,5,-0.5,0.5,,core_cue_ratio=1.00; reference_item_match=13/17,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,hard_helmholtz_high_frequency_020,hard,wave_physics,high_frequency_frequency_domain_modeling,Helmholtz equation,Pro/moonshotai/Kimi-K2.6,Kimi-K2.6,Validation Failure Risks,validation_failure_risks,4.5,5,5,-0.5,0.5,,core_cue_ratio=1.00; reference_item_match=14/17,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,hard_helmholtz_high_frequency_020,hard,wave_physics,high_frequency_frequency_domain_modeling,Helmholtz equation,Pro/zai-org/GLM-4.7,GLM-4.7,Validation Failure Risks,validation_failure_risks,4.5,5,5,-0.5,0.5,,core_cue_ratio=1.00; reference_item_match=11/17,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,hard_plus_mhd_divergence_025,hard_plus,magnetohydrodynamics,coupled_divergence_free_field_modeling,Resistive magnetohydrodynamics,deepseek-ai/DeepSeek-V4-Flash,DeepSeek-V4-Flash,Problem Formalization,problem_formalization,4.5,5,5,-0.5,0.5,,core_cue_ratio=1.00; reference_item_match=3/3,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,hard_plus_mhd_divergence_025,hard_plus,magnetohydrodynamics,coupled_divergence_free_field_modeling,Resistive magnetohydrodynamics,Pro/moonshotai/Kimi-K2.6,Kimi-K2.6,Problem Formalization,problem_formalization,4.5,4,5,0.5,0.5,,"core_cue_ratio=1.00; reference_item_match=3/3; pf_strict_cap<=4: 5 requires known/unknown split, task type, missing-spec handling, task-specific decision, and high reference match",yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,hard_plus_mhd_divergence_025,hard_plus,magnetohydrodynamics,coupled_divergence_free_field_modeling,Resistive magnetohydrodynamics,Pro/zai-org/GLM-4.7,GLM-4.7,Problem Formalization,problem_formalization,4.5,4,5,0.5,0.5,,"core_cue_ratio=1.00; reference_item_match=2/3; pf_strict_cap<=4: 5 requires known/unknown split, task type, missing-spec handling, task-specific decision, and high reference match",yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,hard_plus_mhd_divergence_025,hard_plus,magnetohydrodynamics,coupled_divergence_free_field_modeling,Resistive magnetohydrodynamics,deepseek-ai/DeepSeek-V4-Flash,DeepSeek-V4-Flash,Physics Constraints,physics_constraints,4.5,5,5,-0.5,0.5,,core_cue_ratio=1.00; reference_item_match=12/13,yes
