task_id,difficulty,domain,task_type,pde_system,model,prompt_setting,facet,facet_id,model_answer,reference_answer,assistant_view,scoring_standard,human_score_0_5,human_error_tags,human_notes,schema_valid,parse_error,normalized_file,score,score_rationale
hard_darcy_heterogeneous_019,hard,porous_media,heterogeneous_coefficient_field,Darcy flow,Pro/zai-org/GLM-5.1,canonical_v0.3,Problem Formalization,problem_formalization,"The steady Darcy flow in a heterogeneous porous medium is governed by the elliptic PDE: -∇·(K(x)∇h(x)) = f(x) on domain Ω, where K(x) is the known spatially varying permeability (hydraulic conductivity) field, h(x) is the unknown hydraulic head, and f(x) is the source/sink term. The equation is in divergence (conservative) form, which is critical for flux continuity across permeability interfaces. Missing specifications that affect the workflow: (1) domain geometry and dimensionality (2D vs 3D), (2) specific boundary condition types and values (Dirichlet for fixed head, Neumann for fixed flux, or mixed), (3) source/sink term f(x), (4) the range and contrast ratio of K(x) (e.g., max(K)/min(K)), and (5) whether K(x) is smooth or contains sharp discontinuities (e.g., layered or channelized media). These affect model capacity, sampling density, and numerical stability.","critical_points: identifies steady Darcy flow with heterogeneous coefficient; states hydraulic head h(x,y) as unknown; recognizes permeability k(x,y) is known for forward modeling || variables: x; y; h(x,y); k(x,y) || known_parameters: heterogeneous permeability field k(x,y); source or forcing term f(x,y) || unknowns: hydraulic head h(x,y) || domain_spec: space: (x,y) in [0,1]^2 | time: not applicable || parameter_values: permeability: known heterogeneous k(x,y) | source: specified forcing f(x,y) if execution validation is used || scoring_note: Full-credit plans should treat k(x,y) as known heterogeneous input unless the public task explicitly asks for inversion. Penalize unsupported inverse reinterpretations. || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.; treats permeability as constant or unknown inverse target => max 2. The public task says the heterogeneous permeability field is known.","AUTO_REVIEW: schema_valid=True | mentions cues: known, unknown, domain, geometry, field, missing | check possible missing cues: parameter, forward, inverse, variable, identify | This is a preliminary reading aid, not an automatic score.",0=无可用形式化；1=只复述题面；2=识别部分变量/目标但有重大遗漏；3=基本正确但遗漏数据角色、任务类型、已知/未知区分或缺失规格；4=明确区分未知量、已知输入、数据/观测、域和任务目标，但仍缺少一个任务特异建模决策或缺失信息处理；5=完整精确，明确 forward/inverse/data-assimilation/surrogate 目标，区分已知/未知/待推断参数，并可执行地处理缺失规格且不编造条件。,3,,,TRUE,,runs/pilot_v0.3/normalized/Pro_zai-org_GLM-5.1__canonical_v0.3.jsonl,3,"core_cue_ratio=1.00; reference_item_match=3/3; pf_strict_cap<=4: 5 requires known/unknown split, task type, missing-spec handling, task-specific decision, and high reference match; pf_strict_cap<=3: missing workflow-changing task-type/data-role distinction"
hard_darcy_heterogeneous_019,hard,porous_media,heterogeneous_coefficient_field,Darcy flow,Pro/zai-org/GLM-5.1,canonical_v0.3,Physics Constraints,physics_constraints,"Primary PDE residual: R(x) = -∇·(K(x)∇h(x)) - f(x) = 0. Expanding via product rule: R(x) = -K(x)∇²h(x) - ∇K(x)·∇h(x) - f(x) = 0. Both forms should be tested; the divergence form is preferred for conservation properties. Boundary conditions must be enforced: Dirichlet (h = h_D on Γ_D) and/or Neumann (-K∇h·n = q_N on Γ_N). Physical constraints: K(x) > 0 everywhere (positive definiteness of permeability), h must be continuous across internal interfaces even if ∇h is discontinuous, and flux -K∇h must be divergence-free in source-free regions. If K has sharp contrasts, the solution will exhibit large gradient changes at interfaces requiring special treatment.","critical_points: includes -div(k grad h)=f residual; includes boundary-condition enforcement; accounts for spatially varying coefficient and flux; includes heterogeneous permeability coefficient in PDE residual || canonical_pde: -div(k(x,y) * grad(h(x,y))) = f(x,y), with heterogeneous k known in the reference setting || constraints: boundary_conditions: boundary conditions are available | coefficient_field: heterogeneous permeability is known for the pilot reference; this task is forward modeling, not inverse permeability estimation || reference_conditions: boundary: available boundary conditions | coefficient: known heterogeneous permeability field || scoring_note: Full-credit plans should treat k(x,y) as known heterogeneous input unless the public task explicitly asks for inversion. Penalize unsupported inverse reinterpretations. || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.; ignores flux consistency => max 3. Flux is physically central in heterogeneous Darcy flow.","AUTO_REVIEW: schema_valid=True | mentions cues: pde, residual, boundary, dirichlet, neumann, constraint, conservation, divergence | check possible missing cues: equation, initial, periodic, incompressible, mass | This is a preliminary reading aid, not an automatic score.",0=遗漏或写错核心物理约束；1=只泛泛说满足 PDE；2=包含部分约束但漏 IC/BC/观测/特殊约束；3=主要 residual 与条件基本正确；4=明确给出 residual、作用区域、IC/BC/观测和物理假设；5=进一步识别兼容性、守恒、散度、变系数、正则性等任务特异要求。,4,,,TRUE,,runs/pilot_v0.3/normalized/Pro_zai-org_GLM-5.1__canonical_v0.3.jsonl,4,core_cue_ratio=1.00; reference_item_match=4/9
hard_darcy_heterogeneous_019,hard,porous_media,heterogeneous_coefficient_field,Darcy flow,Pro/zai-org/GLM-5.1,canonical_v0.3,Model Choice,model_choice,"A modified Physics-Informed Neural Network (PINN) is recommended, specifically using a hard-constraint architecture where boundary conditions are embedded in the ansatz (e.g., h_θ(x) = h_D(x) + D(x)·N_θ(x), where D(x) is a distance function vanishing on Dirichlet boundaries). For heterogeneous coefficients, a Fourier Feature Network or Multi-Scale Deep Neural Network is preferred to capture multi-scale features in K(x). Alternative: if many permeability realizations are available for the same geometry, a Fourier Neural Operator (FNO) mapping K(x) → h(x) would be more efficient. Justification: PINNs handle the variable-coefficient elliptic PDE naturally through automatic differentiation of the product K(x)∇h(x), and hard constraints eliminate boundary loss balancing issues. For high-contrast K fields, consider domain decomposition (e.g., XPINNs) to localize approximation.","critical_points: chooses coefficient-aware PINN/neural field; does not turn task into inverse permeability recovery without evidence || acceptable_model_choices: PINN with heterogeneous coefficient input; physics-informed neural field conditioned on k(x,y); operator model only if many permeability fields are considered || scoring_note: Full-credit plans should treat k(x,y) as known heterogeneous input unless the public task explicitly asks for inversion. Penalize unsupported inverse reinterpretations. || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.; treats permeability as constant or unknown inverse target => max 2. The public task says the heterogeneous permeability field is known.","AUTO_REVIEW: schema_valid=True | mentions cues: pinn, physics-informed, neural, operator, fourier, architecture, network, domain decomposition | check possible missing cues: mlp, siren, weak | This is a preliminary reading aid, not an automatic score.",0=无合适模型；1=泛称 NN/PINN；2=模型可行但理由弱；3=模型类别、输入输出和基本理由正确；4=架构与 PDE 类型、数据、导数、约束和正/反问题匹配；5=能针对高频、刚性、守恒、多尺度、复杂几何或可辨识性做任务感知选择。,5,,,TRUE,,runs/pilot_v0.3/normalized/Pro_zai-org_GLM-5.1__canonical_v0.3.jsonl,5,core_cue_ratio=1.00; reference_item_match=4/5
hard_darcy_heterogeneous_019,hard,porous_media,heterogeneous_coefficient_field,Darcy flow,Pro/zai-org/GLM-5.1,canonical_v0.3,Training Strategy,training_strategy,"Loss function: L = λ_r·L_residual + λ_bc·L_boundary (if soft BC), where L_residual = (1/N_r)Σ|R(x_i)|² and L_boundary enforces BCs. Sampling strategy: (1) Use Latin Hypercube or Sobol sampling for collocation points, (2) Add extra collocation points where |∇K(x)| is large (interface regions) to capture sharp flux changes, (3) Increase sampling density near boundaries. Optimization: Adam optimizer with learning rate 1e-3 decaying to 1e-4, followed by L-BFGS for fine-tuning. Adaptive loss weighting: use the Neural Tangent Kernel (NTK) or gradient-based reweighting (e.g., learning rate annealing by Wang et al.) to balance PDE residual and BC losses. For high-contrast K fields, use curriculum learning—start training on a smoothed K and progressively introduce sharper contrasts. Compute ∇·(K∇h) using automatic differentiation; verify against finite differences for correctness. Mini-batch training with residual-based adaptive refinement (RAR) to add points where |R(x)| is largest.","critical_points: samples more densely near coefficient jumps or high gradients; normalizes permeability and coordinates; balances residual and boundary losses || expected_loss_terms: Darcy residual loss using spatially varying k(x,y); boundary condition loss; optional data loss if hydraulic-head observations are provided; heterogeneous coefficient residual || expected_training_strategy: include the known heterogeneous coefficient inside the residual; sample more densely where permeability varies rapidly; normalize coefficient and coordinates; avoid treating this pilot task as inverse permeability recovery unless observations and unknown k are explicitly stated || scoring_note: Full-credit plans should treat k(x,y) as known heterogeneous input unless the public task explicitly asks for inversion. Penalize unsupported inverse reinterpretations. || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.","AUTO_REVIEW: schema_valid=True | mentions cues: loss, residual, boundary, sampling, collocation, optimizer, adam, l-bfgs, weight, adaptive | check possible missing cues: data, initial, normalize | This is a preliminary reading aid, not an automatic score.",0=无可用训练方案；1=只泛称训练/最小化误差；2=有部分 loss 但漏关键项；3=包含 PDE、IC/BC/数据 loss、采样和优化；4=含归一化、Adam+L-BFGS、loss balancing、稳定性或监控；5=针对刚性、高频、长时程、边界层、多尺度、inverse/noisy 等困难给出具体训练策略。,3,,,TRUE,,runs/pilot_v0.3/normalized/Pro_zai-org_GLM-5.1__canonical_v0.3.jsonl,3,core_cue_ratio=1.00; reference_item_match=2/11
hard_darcy_heterogeneous_019,hard,porous_media,heterogeneous_coefficient_field,Darcy flow,Pro/zai-org/GLM-5.1,canonical_v0.3,Validation Failure Risks,validation_failure_risks,"(1) High permeability contrast (max(K)/min(K) > 10³) causes gradient imbalance in the loss landscape, leading to poor convergence in low-K regions—mitigate with domain decomposition or adaptive weighting. (2) Sharp interfaces in K(x) create discontinuous ∇h that smooth neural network activations struggle to represent—mitigate with Fourier features or piecewise network architectures. (3) Insufficient collocation points at K interfaces lead to flux conservation violations—mitigate with interface-aware sampling. (4) Soft boundary condition enforcement may fail for complex BCs—mitigate with hard constraints. (5) Automatic differentiation of the product K∇h can suffer numerical precision issues for very large or very small K—mitigate by normalizing K and h to O(1) scales. (6) Validation against a numerical solver (FEM/FVM) on a refined grid is essential; without it, undetected conservation errors may persist. (7) Point-wise validation metrics (L2 error) may miss flux errors—also compute integrated flux balance across control surfaces.","critical_points: checks hydraulic-head error; checks residual and boundary error; checks flux consistency across heterogeneous regions || expected_validation: hydraulic head error against numerical reference; Darcy residual; boundary error; flux consistency across heterogeneous regions || failure_traps: treats permeability as constant; turns the task into inverse permeability estimation without evidence; omits boundary conditions; ignores heterogeneity-related sampling; assumes constant permeability despite heterogeneity || scoring_note: Full-credit plans should treat k(x,y) as known heterogeneous input unless the public task explicitly asks for inversion. Penalize unsupported inverse reinterpretations. || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.; ignores flux consistency => max 3. Flux is physically central in heterogeneous Darcy flow.","AUTO_REVIEW: schema_valid=True | mentions cues: validation, error, conservation | check possible missing cues: validate, residual, compare, risk, failure, identifiability, divergence, stability | This is a preliminary reading aid, not an automatic score.",0=无验证或风险分析；1=泛泛说检查精度；2=有部分验证但不任务特异；3=包含参考解/held-out/residual/IC-BC 检查和常见 PINN 风险；4=包含任务特异物理一致性指标与失败模式；5=深入说明不可验证内容、可辨识性、缺失条件、高频/守恒/散度/刚性等细节风险。,4,,,TRUE,,runs/pilot_v0.3/normalized/Pro_zai-org_GLM-5.1__canonical_v0.3.jsonl,4,core_cue_ratio=1.00; reference_item_match=6/12
hard_helmholtz_high_frequency_020,hard,wave_physics,high_frequency_frequency_domain_modeling,Helmholtz equation,Pro/zai-org/GLM-5.1,canonical_v0.3,Problem Formalization,problem_formalization,"Solve the complex-valued 2D Helmholtz equation ∇²u + k²u = f in Ω ⊂ ℝ², where u = Re(u) + i·Im(u) is the unknown field, k = 2π/λ is the wavenumber, and f is the known source. Boundary data is prescribed on ∂Ω (type unspecified—Dirichlet, Neumann, Robin, or mixed; this must be clarified). The regime is high-frequency: kL ≫ 1 where L is the domain diameter, meaning many wavelengths span the domain. Missing specifications that affect the workflow: (1) exact domain geometry Ω, (2) boundary condition type and values, (3) wavenumber k or wavelength λ, (4) source term f(x,y), (5) whether any damping/absorption coefficient exists, (6) whether outgoing radiation conditions apply at any boundary. Without these, the plan must remain parametric. The solution requires accurate phase (to within a fraction of 2π/k) and amplitude, which is the core difficulty at high k.","critical_points: identifies complex-valued frequency-domain Helmholtz problem; states scalar wave field with real and imaginary components or complex representation; recognizes short-wavelength phase-sensitive regime; does not introduce time or initial conditions || variables: x; y; u(x,y); k || known_parameters: wave number k = 20; source term f(x,y)=sin(pi*x)*sin(pi*y) || unknowns: u(x,y) || domain_spec: space: (x,y) in [0,1]^2 | time: frequency-domain, not time-dependent || parameter_values: k: 20 | source: sin(pi*x)*sin(pi*y) || scoring_note: Full-credit plans should go beyond naming Fourier/SIREN. They must address complex-valued representation, wavelength-scaled sampling, and phase-aware validation. || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.; treats Helmholtz as time-dependent wave propagation => max 2. The task is frequency-domain.; uses real-only scalar formulation without addressing complex phase => max 3. The public v0.3 task explicitly asks for a complex-valued frequency-domain field.","AUTO_REVIEW: schema_valid=True | mentions cues: known, unknown, domain, geometry, field, missing | check possible missing cues: parameter, forward, inverse, variable, identify | This is a preliminary reading aid, not an automatic score.",0=无可用形式化；1=只复述题面；2=识别部分变量/目标但有重大遗漏；3=基本正确但遗漏数据角色、任务类型、已知/未知区分或缺失规格；4=明确区分未知量、已知输入、数据/观测、域和任务目标，但仍缺少一个任务特异建模决策或缺失信息处理；5=完整精确，明确 forward/inverse/data-assimilation/surrogate 目标，区分已知/未知/待推断参数，并可执行地处理缺失规格且不编造条件。,5,,,TRUE,,runs/pilot_v0.3/normalized/Pro_zai-org_GLM-5.1__canonical_v0.3.jsonl,5,core_cue_ratio=1.00; reference_item_match=4/4
hard_helmholtz_high_frequency_020,hard,wave_physics,high_frequency_frequency_domain_modeling,Helmholtz equation,Pro/zai-org/GLM-5.1,canonical_v0.3,Physics Constraints,physics_constraints,"Primary constraint: the Helmholtz PDE residual R(x,y) = ∇²u + k²u − f must vanish in Ω. Secondary: boundary condition residual on ∂Ω. For well-posedness in the frequency domain, either an absorbing/radiation condition or sufficient damping must prevent non-physical resonances. Energy-type constraints: the Lax–Milgram coercivity condition (if k² is not an eigenvalue of −∇² on Ω with given BCs) must hold; if k² is near an eigenvalue, the problem is nearly singular and requires special treatment. Dispersion relation: for homogeneous regions, |∇φ| ≈ k locally for the phase φ, providing a geometric-optics constraint. If Robin or impedance BCs are used, the impedance condition couples normal derivative to the field value. No initial conditions apply (frequency domain). Causality is implicit in the choice of outgoing-wave boundary conditions.","critical_points: includes Helmholtz residual with source term; handles complex residual and prescribed boundary data; does not invent initial conditions; distinguishes phase and amplitude behavior || canonical_pde: complex-valued Helmholtz equation Delta u + k^2 n(x,y)^2 u = f on a bounded 2D domain, with short wavelength relative to the domain size in the private reference setting || constraints: boundary_conditions: homogeneous Dirichlet boundary condition u=0 on the boundary of [0,1]^2 | geometry: [0,1]^2 square domain for the private reference setting || reference_conditions: boundary: u=0 on boundary of [0,1]^2 | geometry: unit square || scoring_note: Full-credit plans should go beyond naming Fourier/SIREN. They must address complex-valued representation, wavelength-scaled sampling, and phase-aware validation. || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.; treats Helmholtz as time-dependent wave propagation => max 2. The task is frequency-domain.; uses real-only scalar formulation without addressing complex phase => max 3. The public v0.3 task explicitly asks for a complex-valued frequency-domain field.","AUTO_REVIEW: schema_valid=True | mentions cues: pde, residual, initial, boundary, constraint | check possible missing cues: equation, dirichlet, neumann, periodic, conservation, divergence, incompressible, mass | This is a preliminary reading aid, not an automatic score.",0=遗漏或写错核心物理约束；1=只泛泛说满足 PDE；2=包含部分约束但漏 IC/BC/观测/特殊约束；3=主要 residual 与条件基本正确；4=明确给出 residual、作用区域、IC/BC/观测和物理假设；5=进一步识别兼容性、守恒、散度、变系数、正则性等任务特异要求。,5,,,TRUE,,runs/pilot_v0.3/normalized/Pro_zai-org_GLM-5.1__canonical_v0.3.jsonl,5,core_cue_ratio=1.00; reference_item_match=8/11
hard_helmholtz_high_frequency_020,hard,wave_physics,high_frequency_frequency_domain_modeling,Helmholtz equation,Pro/zai-org/GLM-5.1,canonical_v0.3,Model Choice,model_choice,"A modified MLP with Fourier feature encoding (Random Fourier Features or sinusoidal positional embeddings) is recommended, specifically a multi-scale Fourier feature network. Justification: (1) Standard MLPs suffer severe spectral bias and cannot resolve oscillations when kL is large; Fourier features provide explicit high-frequency basis functions that break this bias. (2) The Helmholtz equation is linear and elliptic, so an operator-approximation approach is natural, but the high-frequency regime makes FNOs expensive in spectral bandwidth. (3) A phase-amplitude decomposition u = A·exp(iS) is an alternative, where A (amplitude) and S (phase) are learned separately; this respects the eikonal structure at high frequency and reduces the effective frequency the network must represent, but introduces nonlinearity and branch-cut issues in S. Recommendation: use the phase-amplitude ansatz as the primary approach with A and S parameterized by separate Fourier-feature MLPs, falling back to direct complex-field representation if the geometry causes caustics or multipathing where the single-phase ansatz breaks. Both Re(u) and Im(u) can also be learned as two real outputs of one network with Fourier features, which is simpler but less sample-efficient at high k.","critical_points: explicitly addresses high-frequency spectral bias; chooses complex-capable output representation; uses Fourier features, SIREN, multiscale PINN, domain decomposition, frequency curriculum, or hybrid method with justification || acceptable_model_choices: PINN with Fourier features; frequency-aware PINN; domain-decomposition PINN; hybrid numerical-neural method; Fourier PINN; SIREN || scoring_note: Full-credit plans should go beyond naming Fourier/SIREN. They must address complex-valued representation, wavelength-scaled sampling, and phase-aware validation. || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.; mentions a high-frequency architecture but omits complex-valued representation, points-per-wavelength sampling, or phase validation => max 3. Naming Fourier features is insufficient for short-wavelength Helmholtz planning.","AUTO_REVIEW: schema_valid=True | mentions cues: mlp, operator, fourier, network | check possible missing cues: pinn, physics-informed, neural, siren, architecture, domain decomposition, weak | This is a preliminary reading aid, not an automatic score.",0=无合适模型；1=泛称 NN/PINN；2=模型可行但理由弱；3=模型类别、输入输出和基本理由正确；4=架构与 PDE 类型、数据、导数、约束和正/反问题匹配；5=能针对高频、刚性、守恒、多尺度、复杂几何或可辨识性做任务感知选择。,4,,,TRUE,,runs/pilot_v0.3/normalized/Pro_zai-org_GLM-5.1__canonical_v0.3.jsonl,4,core_cue_ratio=1.00; reference_item_match=5/9
hard_helmholtz_high_frequency_020,hard,wave_physics,high_frequency_frequency_domain_modeling,Helmholtz equation,Pro/zai-org/GLM-5.1,canonical_v0.3,Training Strategy,training_strategy,"Loss function: L = λ_PDE·L_PDE + λ_BC·L_BC + λ_data·L_data, where L_PDE = (1/N_PDE) Σ|∇²û + k²û − f|², L_BC enforces boundary values, and L_data (if any measurement data exists) fits observations. Key strategies: (1) Curriculum learning on wavenumber—train at low k first, then incrementally increase k to the target value, transferring weights at each stage. (2) Multi-scale collocation: density of collocation points must satisfy ~10–20 points per wavelength in each direction; for kL large this requires O((kL)²) points, so use adaptive refinement near boundaries and source regions. (3) Loss balancing: use gradient-based or learning-rate-based balancing (e.g., GradNorm or NeurIPS-style weight tuning) so PDE and BC losses contribute equally. (4) Causal/progressive training: weight residuals by distance from the source to impose a propagation-direction bias. (5) Optimizer: Adam with learning rate 1e-3 → 1e-4 schedule, possibly switching to L-BFGS for fine-tuning. (6) For phase-amplitude decomposition, add a soft eikonal regularization |∇S|² ≈ k² in smooth regions. (7) Numerical differentiation: use automatic differentiation for ∇²û; at high k, consider complex-step or spectral differentiation on collocation points to reduce numerical noise. (8) Initialize phase network S to the eikonal solution (ray-tracing or distance function) when available.","critical_points: samples sufficient points per wavelength; balances residual and boundary losses; uses high-frequency features or domain/frequency curriculum; normalizes wavenumber-scaled terms and monitors phase/amplitude || expected_loss_terms: complex Helmholtz residual loss, implemented through real and imaginary components or complex autodiff; boundary condition loss for prescribed complex boundary data; source term residual consistency; optional data loss if observations are provided; phase and amplitude diagnostic losses if reference data are available || expected_training_strategy: represent complex-valued fields explicitly, for example with two outputs for real and imaginary parts; address high-frequency spectral bias without relying on a plain low-frequency MLP; sample enough collocation points per wavelength and near boundaries; use Fourier features, sinusoidal activations, multiscale architectures, domain decomposition, or frequency curriculum as justified choices; normalize coordinates and wavenumber-scaled residuals; monitor phase and amplitude errors separately || scoring_note: Full-credit plans should go beyond naming Fourier/SIREN. They must address complex-valued representation, wavelength-scaled sampling, and phase-aware validation. || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.; mentions a high-frequency architecture but omits complex-valued representation, points-per-wavelength sampling, or phase validation => max 3. Naming Fourier features is insufficient for short-wavelength Helmholtz planning.; training plan does not scale sampling with wavelength or wavenumber => max 3. Short wavelengths require adequate points per wavelength and phase-aware validation.","AUTO_REVIEW: schema_valid=True | mentions cues: loss, residual, data, initial, boundary, collocation, optimizer, adam, l-bfgs, weight, adaptive | check possible missing cues: sampling, normalize | This is a preliminary reading aid, not an automatic score.",0=无可用训练方案；1=只泛称训练/最小化误差；2=有部分 loss 但漏关键项；3=包含 PDE、IC/BC/数据 loss、采样和优化；4=含归一化、Adam+L-BFGS、loss balancing、稳定性或监控；5=针对刚性、高频、长时程、边界层、多尺度、inverse/noisy 等困难给出具体训练策略。,5,,,TRUE,,runs/pilot_v0.3/normalized/Pro_zai-org_GLM-5.1__canonical_v0.3.jsonl,5,core_cue_ratio=1.00; reference_item_match=10/15
hard_helmholtz_high_frequency_020,hard,wave_physics,high_frequency_frequency_domain_modeling,Helmholtz equation,Pro/zai-org/GLM-5.1,canonical_v0.3,Validation Failure Risks,validation_failure_risks,"(1) Spectral bias / under-resolution: the network may capture low-frequency components but fail on the oscillatory part; detect by checking pointwise phase error and by comparing power spectra of predictions vs. reference. (2) Pollution effect: even if collocation points resolve the wavelength, the learned solution may exhibit numerical dispersion shifting the effective wavenumber; validate by measuring the recovered wavenumber in homogeneous subregions. (3) Near-resonance instability: if k² is close to an eigenvalue of the Laplacian on Ω, the problem is ill-conditioned and small residual errors produce large solution errors; check condition number or eigenvalue proximity. (4) Phase wrapping in the phase-amplitude ansatz: the network may produce discontinuous S, leading to gradient errors; monitor S smoothness and consider using sin(S), cos(S) parameterization instead. (5) Boundary layer errors: high-frequency Helmholtz solutions often have boundary layers (evanescent waves) that are under-sampled; use adaptive collocation near ∂Ω. (6) Overfitting to collocation points: with many points needed for resolution, regularization (weight decay, dropout) must be carefully tuned. (7) Validation metric insensitivity: L² error can be small even when phase error is large (cancellation); always report separate amplitude and phase errors, and pointwise |u| error. (8) Missing BC type: if the boundary condition type is mis-specified (e.g., Dirichlet assumed but Robin needed), the solution will be qualitatively wrong; this is an irreducible risk until BCs are confirmed.","critical_points: checks residual and boundary error; checks phase and amplitude error; checks pollution/dispersion error; tests sensitivity to collocation density or wavenumber || expected_validation: complex residual error; boundary error; phase error; amplitude error; pollution or dispersion error relative to a numerical wave solver; sensitivity to points per wavelength and wavenumber || failure_traps: treats the field as real-valued without justification; treats Helmholtz as a time-domain wave equation; mentions Fourier features or SIREN but gives no points-per-wavelength or phase validation plan; uses only a plain tanh PINN despite short wavelengths; uses too sparse collocation for the wavelength; reports only global MSE without phase or residual diagnostics; omits boundary data handling || scoring_note: Full-credit plans should go beyond naming Fourier/SIREN. They must address complex-valued representation, wavelength-scaled sampling, and phase-aware validation. || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.; mentions a high-frequency architecture but omits complex-valued representation, points-per-wavelength sampling, or phase validation => max 3. Naming Fourier features is insufficient for short-wavelength Helmholtz planning.; uses real-only scalar formulation without addressing complex phase => max 3. The public v0.3 task explicitly asks for a complex-valued frequency-domain field.; training plan does not scale sampling with wavelength or wavenumber => max 3. Short wavelengths require adequate points per wavelength and phase-aware validation.","AUTO_REVIEW: schema_valid=True | mentions cues: validate, validation, residual, error, risk, stability, reference | check possible missing cues: compare, failure, identifiability, conservation, divergence | This is a preliminary reading aid, not an automatic score.",0=无验证或风险分析；1=泛泛说检查精度；2=有部分验证但不任务特异；3=包含参考解/held-out/residual/IC-BC 检查和常见 PINN 风险；4=包含任务特异物理一致性指标与失败模式；5=深入说明不可验证内容、可辨识性、缺失条件、高频/守恒/散度/刚性等细节风险。,5,,,TRUE,,runs/pilot_v0.3/normalized/Pro_zai-org_GLM-5.1__canonical_v0.3.jsonl,5,core_cue_ratio=1.00; reference_item_match=15/17
hard_plus_helmholtz_staircase_021,hard_plus,wave_physics,complex_geometry_high_frequency_modeling,High-frequency Helmholtz equation in staircase geometry,Pro/zai-org/GLM-5.1,canonical_v0.3,Problem Formalization,problem_formalization,"Solve the 2D Helmholtz equation ∇²u + k²u = f in a staircase-shaped domain Ω ⊂ ℝ², with known boundary conditions on ∂Ω and source term f. The wavenumber k is large (high-frequency regime), meaning the solution wavelength λ = 2π/k is small relative to domain size, producing O(k) oscillations across the domain. The staircase geometry introduces re-entrant corners where solution regularity degrades (potential singularities in derivatives). The unknown is the complex-valued field u(x,y). Missing specifications: exact k value, BC type (Dirichlet/Neumann/Robin/absorbing), source term functional form, and whether the problem is interior or exterior (affecting radiation conditions). These gaps prevent finalizing the loss weighting and sampling density; the workflow must parameterize around them.","critical_points: identifies high-frequency Helmholtz in complex staircase geometry; states scalar frequency-domain field; recognizes corners/nontrivial boundaries and oscillations || variables: x; y; u(x,y); k || known_parameters: high wave number k; source term f; staircase geometry and boundary description || unknowns: u(x,y) || domain_spec:  || parameter_values:  || scoring_note: Award high model-choice credit only if the plan explains why a standard PINN is risky for high-frequency Helmholtz and proposes frequency-aware or decomposed alternatives. || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.","AUTO_REVIEW: schema_valid=True | mentions cues: known, unknown, parameter, domain, geometry, field, missing | check possible missing cues: forward, inverse, variable, identify | This is a preliminary reading aid, not an automatic score.",0=无可用形式化；1=只复述题面；2=识别部分变量/目标但有重大遗漏；3=基本正确但遗漏数据角色、任务类型、已知/未知区分或缺失规格；4=明确区分未知量、已知输入、数据/观测、域和任务目标，但仍缺少一个任务特异建模决策或缺失信息处理；5=完整精确，明确 forward/inverse/data-assimilation/surrogate 目标，区分已知/未知/待推断参数，并可执行地处理缺失规格且不编造条件。,4,,,TRUE,,runs/pilot_v0.3/normalized/Pro_zai-org_GLM-5.1__canonical_v0.3.jsonl,4,"core_cue_ratio=1.00; reference_item_match=2/3; pf_strict_cap<=4: 5 requires known/unknown split, task type, missing-spec handling, task-specific decision, and high reference match"
