task_id,difficulty,domain,task_type,pde_system,model,prompt_setting,facet,facet_id,model_answer,reference_answer,assistant_view,scoring_standard,human_score_0_5,human_error_tags,human_notes,score,score_rationale
hard_cahn_hilliard_017,hard,phase_field,high_order_pde_modeling,Cahn-Hilliard equation,deepseek-ai/DeepSeek-V4-Flash,canonical_v0.3,Validation Failure Risks,validation_failure_risks,"1) Conservation drift: if the conservation loss is not sufficiently weighted, total mass may drift; use a hard constraint via a Lagrange multiplier or penalty. 2) Interface smearing: insufficient resolution near interfaces leads to incorrect dynamics; use adaptive sampling or a multi-scale architecture. 3) Non-uniqueness: multiple steady states may satisfy the PDE; initial condition must be specified. 4) Stiffness: the Cahn-Hilliard equation is fourth-order in space, causing training instability; use mixed formulation (φ, μ) and spectral normalization. 5) Missing boundary conditions: without specifying them, the problem is ill-posed; assume periodic or no-flux and state the assumption.","critical_points: checks mass conservation; checks free-energy behavior; checks residual and chemical-potential consistency; checks interface morphology or numerical-reference error; checks long-time drift || expected_validation: mass conservation error; free-energy decay or energy-law consistency when applicable; field error against numerical reference; PDE residual; chemical-potential consistency error; interface morphology comparison || failure_traps: treats Cahn-Hilliard as Allen-Cahn; omits chemical potential or mixed formulation discussion; omits mass conservation; omits free-energy behavior or energy-law validation; uses direct fourth-order autodiff without addressing instability or derivative burden; fails to include mass drift monitoring; validates only pointwise field MSE || scoring_note: Public v0.3 no longer explicitly says the PDE is fourth order. Full-credit answers should infer the mixed chemical-potential structure from Cahn-Hilliard and include mass and energy validation. || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.; omits mass conservation => max 2. Mass conservation is central to Cahn-Hilliard dynamics.; omits free-energy or long-time drift validation => max 4. Energy behavior is an important Cahn-Hilliard physics check.","AUTO_REVIEW: schema_valid=True | mentions cues: conservation, stability | check possible missing cues: validate, validation, residual, error, compare, risk, failure, identifiability | This is a preliminary reading aid, not an automatic score.",0=无验证或风险分析；1=泛泛说检查精度；2=有部分验证但不任务特异；3=包含参考解/held-out/residual/IC-BC 检查和常见 PINN 风险；4=包含任务特异物理一致性指标与失败模式；5=深入说明不可验证内容、可辨识性、缺失条件、高频/守恒/散度/刚性等细节风险。,5,,,5,core_cue_ratio=1.00; reference_item_match=11/18
hard_navier_stokes_2d_018,hard,fluid_dynamics,forward_or_data_assimilation,2D incompressible Navier-Stokes equations,deepseek-ai/DeepSeek-V4-Flash,canonical_v0.3,Problem Formalization,problem_formalization,"We aim to approximate a 2D incompressible flow field (velocity u=(u,v) and pressure p) from partial velocity observations. The governing equations are the incompressible Navier-Stokes equations: momentum balance ∂u/∂t + (u·∇)u = -∇p + ν∇²u + f, and incompressibility ∇·u = 0. The domain, boundary conditions, initial conditions, viscosity ν, body force f, and observation locations are not specified. The task is to infer u and p on the entire domain, consistent with the PDEs and sparse data.","critical_points: identifies 2D incompressible Navier-Stokes/data-assimilation task; states velocity components and pressure as unknowns; recognizes pressure is not directly observed || variables: x; y; t; u(x,y,t); v(x,y,t); p(x,y,t) || known_parameters: Re = 100; forcing if present || unknowns: velocity components u and v; pressure p || domain_spec: space: (x,y) in [0,1]^2 or a standard 2D flow domain | time: t in [0,1] for transient setting || parameter_values: Re: 100 | pressure_observed: false || scoring_note: Do not require exact private BC from the public task. Full-credit plans must include pressure, incompressibility, velocity data loss, and boundary/initial handling conditional on available details. || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.; omits pressure or incompressibility => max 2. Both are central to incompressible flow planning.","AUTO_REVIEW: schema_valid=True | mentions cues: domain, field | check possible missing cues: known, unknown, parameter, geometry, forward, inverse, variable, identify | This is a preliminary reading aid, not an automatic score.",0=无可用形式化；1=只复述题面；2=识别部分变量/目标但有重大遗漏；3=基本正确但不完整；4=明确区分未知量、已知量、数据、域和任务目标；5=完整精确，并在不编造条件的前提下标出缺失规格。,5,,,5,core_cue_ratio=1.00; reference_item_match=2/3
hard_navier_stokes_2d_018,hard,fluid_dynamics,forward_or_data_assimilation,2D incompressible Navier-Stokes equations,deepseek-ai/DeepSeek-V4-Flash,canonical_v0.3,Physics Constraints,physics_constraints,"The model must enforce: (1) incompressibility ∇·u = 0, (2) momentum balance residuals (Navier-Stokes equations) as soft constraints, (3) consistency with observed velocity data at measurement points. Pressure is not observed, so it is inferred solely from the momentum equation and incompressibility. Missing boundary/initial conditions must be either learned from data or imposed as additional soft constraints if available; otherwise, the solution may be non-unique and require regularization.","critical_points: includes momentum residuals; includes incompressibility constraint; includes velocity observation loss; incorporates BC/IC if available without hallucinating details; enforces continuity equation and momentum balance; incorporates sparse velocity data into loss || canonical_pde: u_t + u dot grad(u) + grad(p) - (1/Re) * Delta u = f, div(u)=0, with Re=100 in the private reference setting || constraints: observations: partial velocity observations; pressure is not directly observed | physics: momentum equations; incompressibility constraint div(u)=0 | boundary_conditions: boundary conditions are fully known in the reference setting but are not detailed in the public task; high-quality plans should incorporate known BC or request details || reference_conditions: observations: partial velocity observations | pressure: unobserved | boundary: fully known in private reference; choose lid-driven cavity or periodic vortex setting if execution validation is used || scoring_note: Do not require exact private BC from the public task. Full-credit plans must include pressure, incompressibility, velocity data loss, and boundary/initial handling conditional on available details. || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.; answer invents concrete IC/BC/parameters that are not provided by the public task and does not mark them as assumptions => max 2. Private execution references are not available to the model; unsupported guessing should be penalized.; omits pressure or incompressibility => max 2. Both are central to incompressible flow planning.; ignores partial observations/data assimilation => max 3. The public task includes partial velocity observations.","AUTO_REVIEW: schema_valid=True | mentions cues: residual, equation, initial, boundary, constraint | check possible missing cues: pde, dirichlet, neumann, periodic, conservation, divergence, incompressible, mass | This is a preliminary reading aid, not an automatic score.",0=遗漏或写错核心物理约束；1=只泛泛说满足 PDE；2=包含部分约束但漏 IC/BC/观测/特殊约束；3=主要 residual 与条件基本正确；4=明确给出 residual、作用区域、IC/BC/观测和物理假设；5=进一步识别兼容性、守恒、散度、变系数、正则性等任务特异要求。,5,,,5,core_cue_ratio=1.00; reference_item_match=8/14
hard_navier_stokes_2d_018,hard,fluid_dynamics,forward_or_data_assimilation,2D incompressible Navier-Stokes equations,deepseek-ai/DeepSeek-V4-Flash,canonical_v0.3,Model Choice,model_choice,"We choose a Physics-Informed Neural Network (PINN) with separate outputs for u, v, and p. The network takes space-time coordinates (x,y,t) as inputs. This choice is justified because PINNs naturally handle sparse data and incorporate PDE residuals as loss terms, enabling joint inference of velocity and pressure without explicit discretization. The architecture should be deep (e.g., 6-8 hidden layers, 50-100 neurons each) with activation functions like tanh or Swish to capture smooth flows. For high Reynolds numbers, additional techniques (e.g., adaptive loss weighting, Fourier feature embeddings) may be needed.","critical_points: chooses velocity-pressure PINN, streamfunction-pressure PINN, or divergence-free architecture; does not use a scalar PDE model; includes pressure as a separate output and trains it implicitly || acceptable_model_choices: PINN with velocity-pressure outputs; streamfunction-pressure PINN; divergence-free architecture plus pressure head; physics-informed data assimilation model || scoring_note: Do not require exact private BC from the public task. Full-credit plans must include pressure, incompressibility, velocity data loss, and boundary/initial handling conditional on available details. || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.; omits pressure or incompressibility => max 2. Both are central to incompressible flow planning.","AUTO_REVIEW: schema_valid=True | mentions cues: pinn, physics-informed, neural, fourier, architecture, network | check possible missing cues: mlp, operator, siren, domain decomposition, weak | This is a preliminary reading aid, not an automatic score.",0=无合适模型；1=泛称 NN/PINN；2=模型可行但理由弱；3=模型类别、输入输出和基本理由正确；4=架构与 PDE 类型、数据、导数、约束和正/反问题匹配；5=能针对高频、刚性、守恒、多尺度、复杂几何或可辨识性做任务感知选择。,5,,,5,core_cue_ratio=1.00; reference_item_match=6/7
hard_navier_stokes_2d_018,hard,fluid_dynamics,forward_or_data_assimilation,2D incompressible Navier-Stokes equations,deepseek-ai/DeepSeek-V4-Flash,canonical_v0.3,Training Strategy,training_strategy,"The loss function L = L_data + L_PDE + L_BC + L_IC, where L_data is MSE between predicted and observed velocities at measurement points, L_PDE enforces momentum and continuity residuals at collocation points sampled in the domain, L_BC and L_IC enforce boundary/initial conditions if known (otherwise omitted). Collocation points are sampled via Latin Hypercube or random sampling, with adaptive refinement near boundaries or high-gradient regions. Optimizer: Adam first, then L-BFGS for fine-tuning. Loss weights can be adjusted using gradient statistics or NTK-based methods to balance terms. Training proceeds until validation loss stabilizes.","critical_points: balances data, momentum, and continuity losses; uses nondimensionalization/Re information; samples near boundaries or vortical regions; requests missing BC details || expected_loss_terms: x-momentum residual loss; y-momentum residual loss; incompressibility residual loss; velocity data loss; boundary condition loss; initial condition loss if transient; momentum residual loss; continuity residual loss; measurement data loss for velocity; pressure regularization loss || expected_training_strategy: represent pressure even if unobserved; enforce divergence-free constraint directly or through streamfunction; balance data, momentum, and continuity losses; use nondimensionalization with Re=100; consider residual-based sampling near vortices or boundaries; request BC details if not specified; include pressure as trainable output; use data points to anchor velocity field; balance data loss and PDE residuals || scoring_note: Do not require exact private BC from the public task. Full-credit plans must include pressure, incompressibility, velocity data loss, and boundary/initial handling conditional on available details. || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.; answer invents concrete IC/BC/parameters that are not provided by the public task and does not mark them as assumptions => max 2. Private execution references are not available to the model; unsupported guessing should be penalized.; ignores partial observations/data assimilation => max 3. The public task includes partial velocity observations.","AUTO_REVIEW: schema_valid=True | mentions cues: loss, residual, data, initial, boundary, sampling, collocation, optimizer, adam, l-bfgs, weight, adaptive | check possible missing cues: normalize | This is a preliminary reading aid, not an automatic score.",0=无可用训练方案；1=只泛称训练/最小化误差；2=有部分 loss 但漏关键项；3=包含 PDE、IC/BC/数据 loss、采样和优化；4=含归一化、Adam+L-BFGS、loss balancing、稳定性或监控；5=针对刚性、高频、长时程、边界层、多尺度、inverse/noisy 等困难给出具体训练策略。,4,,,4,core_cue_ratio=1.00; reference_item_match=10/23
hard_navier_stokes_2d_018,hard,fluid_dynamics,forward_or_data_assimilation,2D incompressible Navier-Stokes equations,deepseek-ai/DeepSeek-V4-Flash,canonical_v0.3,Validation Failure Risks,validation_failure_risks,"Risks include: (1) Non-uniqueness due to missing boundary/initial conditions leading to multiple flow solutions consistent with sparse data. (2) Poor pressure inference if velocity data is too sparse or noisy. (3) Failure to converge for high Reynolds numbers due to stiff PDE residuals. (4) Overfitting to sparse data if network capacity is too high. (5) Inability to capture sharp gradients or turbulence without additional regularization or domain decomposition. Mitigation: use cross-validation, add gradient penalty, employ ensemble training, and validate against known physical invariants (e.g., mass conservation).","critical_points: checks held-out velocity error; checks divergence error; checks momentum residual and boundary consistency; evaluates pressure consistency if reference is available || expected_validation: held-out velocity error; divergence error; momentum residual; boundary error; pressure consistency if reference is available; qualitative vortex or flow-structure agreement || failure_traps: omits pressure; omits incompressibility; uses scalar PDE formulation; does not address partial observations; hallucinates boundary details without noting assumptions; ignores continuity equation; does not incorporate observed velocity data; assumes zero pressure field without justification || scoring_note: Do not require exact private BC from the public task. Full-credit plans must include pressure, incompressibility, velocity data loss, and boundary/initial handling conditional on available details. || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.; answer invents concrete IC/BC/parameters that are not provided by the public task and does not mark them as assumptions => max 2. Private execution references are not available to the model; unsupported guessing should be penalized.; ignores partial observations/data assimilation => max 3. The public task includes partial velocity observations.","AUTO_REVIEW: schema_valid=True | mentions cues: validate, validation, residual, risk, failure, conservation | check possible missing cues: error, compare, identifiability, divergence, stability, reference | This is a preliminary reading aid, not an automatic score.",0=无验证或风险分析；1=泛泛说检查精度；2=有部分验证但不任务特异；3=包含参考解/held-out/residual/IC-BC 检查和常见 PINN 风险；4=包含任务特异物理一致性指标与失败模式；5=深入说明不可验证内容、可辨识性、缺失条件、高频/守恒/散度/刚性等细节风险。,4,,,4,core_cue_ratio=1.00; reference_item_match=5/18
hard_darcy_heterogeneous_019,hard,porous_media,heterogeneous_coefficient_field,Darcy flow,deepseek-ai/DeepSeek-V4-Flash,canonical_v0.3,Problem Formalization,problem_formalization,"We consider steady Darcy flow in a heterogeneous porous medium. The governing PDE is ∇·(K(x)∇h) = 0, where K(x) is the spatially varying permeability field (known) and h is the hydraulic head (unknown). Boundary conditions are available but not specified; we assume Dirichlet and/or Neumann conditions on the domain boundary. The goal is to estimate h(x) over the domain. Missing details: exact domain geometry, boundary condition types and values, and the functional form or data source of K(x). These affect the setup of the computational domain and the imposition of boundary constraints.","critical_points: identifies steady Darcy flow with heterogeneous coefficient; states hydraulic head h(x,y) as unknown; recognizes permeability k(x,y) is known for forward modeling || variables: x; y; h(x,y); k(x,y) || known_parameters: heterogeneous permeability field k(x,y); source or forcing term f(x,y) || unknowns: hydraulic head h(x,y) || domain_spec: space: (x,y) in [0,1]^2 | time: not applicable || parameter_values: permeability: known heterogeneous k(x,y) | source: specified forcing f(x,y) if execution validation is used || scoring_note: Full-credit plans should treat k(x,y) as known heterogeneous input unless the public task explicitly asks for inversion. Penalize unsupported inverse reinterpretations. || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.; treats permeability as constant or unknown inverse target => max 2. The public task says the heterogeneous permeability field is known.","AUTO_REVIEW: schema_valid=True | mentions cues: known, unknown, domain, geometry, field, missing | check possible missing cues: parameter, forward, inverse, variable, identify | This is a preliminary reading aid, not an automatic score.",0=无可用形式化；1=只复述题面；2=识别部分变量/目标但有重大遗漏；3=基本正确但不完整；4=明确区分未知量、已知量、数据、域和任务目标；5=完整精确，并在不编造条件的前提下标出缺失规格。,5,,,5,core_cue_ratio=1.00; reference_item_match=3/3
hard_darcy_heterogeneous_019,hard,porous_media,heterogeneous_coefficient_field,Darcy flow,deepseek-ai/DeepSeek-V4-Flash,canonical_v0.3,Physics Constraints,physics_constraints,"The primary constraint is the steady Darcy equation: ∇·(K∇h)=0. This must be enforced as a residual loss in the model. Additionally, boundary conditions must be satisfied exactly or as soft constraints. If K(x) is discontinuous, the flux continuity condition (K∇h)·n must be enforced across interfaces. No time-dependent or initial conditions are needed. The known K(x) is used as a coefficient in the PDE loss.","critical_points: includes -div(k grad h)=f residual; includes boundary-condition enforcement; accounts for spatially varying coefficient and flux; includes heterogeneous permeability coefficient in PDE residual || canonical_pde: -div(k(x,y) * grad(h(x,y))) = f(x,y), with heterogeneous k known in the reference setting || constraints: boundary_conditions: boundary conditions are available | coefficient_field: heterogeneous permeability is known for the pilot reference; this task is forward modeling, not inverse permeability estimation || reference_conditions: boundary: available boundary conditions | coefficient: known heterogeneous permeability field || scoring_note: Full-credit plans should treat k(x,y) as known heterogeneous input unless the public task explicitly asks for inversion. Penalize unsupported inverse reinterpretations. || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.; ignores flux consistency => max 3. Flux is physically central in heterogeneous Darcy flow.","AUTO_REVIEW: schema_valid=True | mentions cues: pde, residual, equation, initial, boundary, constraint | check possible missing cues: dirichlet, neumann, periodic, conservation, divergence, incompressible, mass | This is a preliminary reading aid, not an automatic score.",0=遗漏或写错核心物理约束；1=只泛泛说满足 PDE；2=包含部分约束但漏 IC/BC/观测/特殊约束；3=主要 residual 与条件基本正确；4=明确给出 residual、作用区域、IC/BC/观测和物理假设；5=进一步识别兼容性、守恒、散度、变系数、正则性等任务特异要求。,3,,,3,core_cue_ratio=1.00; reference_item_match=3/9
hard_darcy_heterogeneous_019,hard,porous_media,heterogeneous_coefficient_field,Darcy flow,deepseek-ai/DeepSeek-V4-Flash,canonical_v0.3,Model Choice,model_choice,"A physics-informed neural network (PINN) is appropriate because it can directly incorporate the PDE and boundary conditions, handle heterogeneous coefficients without mesh generation, and provide a continuous solution. The network outputs h(x) and uses automatic differentiation to compute ∇h and the PDE residual. Alternative methods like finite elements would require meshing and may struggle with complex K(x) variations. PINN is flexible for arbitrary K(x) but may face training difficulties due to high-frequency variations in K.","critical_points: chooses coefficient-aware PINN/neural field; does not turn task into inverse permeability recovery without evidence || acceptable_model_choices: PINN with heterogeneous coefficient input; physics-informed neural field conditioned on k(x,y); operator model only if many permeability fields are considered || scoring_note: Full-credit plans should treat k(x,y) as known heterogeneous input unless the public task explicitly asks for inversion. Penalize unsupported inverse reinterpretations. || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.; treats permeability as constant or unknown inverse target => max 2. The public task says the heterogeneous permeability field is known.","AUTO_REVIEW: schema_valid=True | mentions cues: pinn, physics-informed, neural, network | check possible missing cues: mlp, operator, fourier, siren, architecture, domain decomposition, weak | This is a preliminary reading aid, not an automatic score.",0=无合适模型；1=泛称 NN/PINN；2=模型可行但理由弱；3=模型类别、输入输出和基本理由正确；4=架构与 PDE 类型、数据、导数、约束和正/反问题匹配；5=能针对高频、刚性、守恒、多尺度、复杂几何或可辨识性做任务感知选择。,4,,,4,core_cue_ratio=1.00; reference_item_match=3/5
hard_darcy_heterogeneous_019,hard,porous_media,heterogeneous_coefficient_field,Darcy flow,deepseek-ai/DeepSeek-V4-Flash,canonical_v0.3,Training Strategy,training_strategy,"The loss function includes: (1) PDE residual loss: mean squared error of ∇·(K∇h) over collocation points sampled in the domain; (2) boundary condition loss: MSE of predicted vs. given h or flux on boundaries; (3) optional flux continuity loss at internal interfaces if K is discontinuous. Collocation points are sampled adaptively, with higher density near boundaries and regions of sharp K variation. Use a multi-layer perceptron with tanh activations, L-BFGS or Adam optimizer, and learning rate scheduling. Normalize inputs and outputs. If K varies over orders of magnitude, consider log-transforming K or using a separate network for K. Validation metrics: relative L2 error of h on held-out points, PDE residual magnitude, and boundary condition satisfaction.","critical_points: samples more densely near coefficient jumps or high gradients; normalizes permeability and coordinates; balances residual and boundary losses || expected_loss_terms: Darcy residual loss using spatially varying k(x,y); boundary condition loss; optional data loss if hydraulic-head observations are provided; heterogeneous coefficient residual || expected_training_strategy: include the known heterogeneous coefficient inside the residual; sample more densely where permeability varies rapidly; normalize coefficient and coordinates; avoid treating this pilot task as inverse permeability recovery unless observations and unknown k are explicitly stated || scoring_note: Full-credit plans should treat k(x,y) as known heterogeneous input unless the public task explicitly asks for inversion. Penalize unsupported inverse reinterpretations. || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.","AUTO_REVIEW: schema_valid=True | mentions cues: loss, residual, boundary, collocation, optimizer, adam, l-bfgs, normalize, adaptive | check possible missing cues: data, initial, sampling, weight | This is a preliminary reading aid, not an automatic score.",0=无可用训练方案；1=只泛称训练/最小化误差；2=有部分 loss 但漏关键项；3=包含 PDE、IC/BC/数据 loss、采样和优化；4=含归一化、Adam+L-BFGS、loss balancing、稳定性或监控；5=针对刚性、高频、长时程、边界层、多尺度、inverse/noisy 等困难给出具体训练策略。,3,,,3,core_cue_ratio=1.00; reference_item_match=2/11
hard_darcy_heterogeneous_019,hard,porous_media,heterogeneous_coefficient_field,Darcy flow,deepseek-ai/DeepSeek-V4-Flash,canonical_v0.3,Validation Failure Risks,validation_failure_risks,"Key risks: (1) The PINN may fail to capture sharp gradients or discontinuities in h due to heterogeneous K, leading to high PDE residuals. (2) Training may converge to trivial solutions (e.g., constant h) if boundary conditions are not enforced strongly enough. (3) Overfitting to collocation points if sampling is insufficient or non-adaptive. (4) Poor generalization if K(x) has high-frequency features not resolved by the network. (5) Numerical instability from automatic differentiation of complex K(x). Mitigations: use adaptive collocation sampling, increase network capacity, add gradient penalty or loss weighting, and perform sensitivity analysis on K perturbations.","critical_points: checks hydraulic-head error; checks residual and boundary error; checks flux consistency across heterogeneous regions || expected_validation: hydraulic head error against numerical reference; Darcy residual; boundary error; flux consistency across heterogeneous regions || failure_traps: treats permeability as constant; turns the task into inverse permeability estimation without evidence; omits boundary conditions; ignores heterogeneity-related sampling; assumes constant permeability despite heterogeneity || scoring_note: Full-credit plans should treat k(x,y) as known heterogeneous input unless the public task explicitly asks for inversion. Penalize unsupported inverse reinterpretations. || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.; ignores flux consistency => max 3. Flux is physically central in heterogeneous Darcy flow.","AUTO_REVIEW: schema_valid=True | mentions cues: residual, risk, stability | check possible missing cues: validate, validation, error, compare, failure, identifiability, conservation, divergence | This is a preliminary reading aid, not an automatic score.",0=无验证或风险分析；1=泛泛说检查精度；2=有部分验证但不任务特异；3=包含参考解/held-out/residual/IC-BC 检查和常见 PINN 风险；4=包含任务特异物理一致性指标与失败模式；5=深入说明不可验证内容、可辨识性、缺失条件、高频/守恒/散度/刚性等细节风险。,3,,,3,core_cue_ratio=1.00; reference_item_match=3/12
hard_helmholtz_high_frequency_020,hard,wave_physics,high_frequency_frequency_domain_modeling,Helmholtz equation,deepseek-ai/DeepSeek-V4-Flash,canonical_v0.3,Problem Formalization,problem_formalization,"The problem is a complex-valued frequency-domain Helmholtz equation ∇²u + k²u = f in a bounded 2D domain Ω, with prescribed boundary data (Dirichlet, Neumann, or Robin) on ∂Ω. The wavenumber k = 2π/λ is large relative to domain size, leading to highly oscillatory solutions. The source term f is known. Both phase and amplitude accuracy are required. Missing: exact boundary condition type, domain geometry, and material properties (if heterogeneous). These affect the solution's oscillatory nature and the choice of numerical treatment.","critical_points: identifies complex-valued frequency-domain Helmholtz problem; states scalar wave field with real and imaginary components or complex representation; recognizes short-wavelength phase-sensitive regime; does not introduce time or initial conditions || variables: x; y; u(x,y); k || known_parameters: wave number k = 20; source term f(x,y)=sin(pi*x)*sin(pi*y) || unknowns: u(x,y) || domain_spec: space: (x,y) in [0,1]^2 | time: frequency-domain, not time-dependent || parameter_values: k: 20 | source: sin(pi*x)*sin(pi*y) || scoring_note: Full-credit plans should go beyond naming Fourier/SIREN. They must address complex-valued representation, wavelength-scaled sampling, and phase-aware validation. || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.; treats Helmholtz as time-dependent wave propagation => max 2. The task is frequency-domain.; uses real-only scalar formulation without addressing complex phase => max 3. The public v0.3 task explicitly asks for a complex-valued frequency-domain field.","AUTO_REVIEW: schema_valid=True | mentions cues: known, domain, geometry, missing | check possible missing cues: unknown, parameter, field, forward, inverse, variable, identify | This is a preliminary reading aid, not an automatic score.",0=无可用形式化；1=只复述题面；2=识别部分变量/目标但有重大遗漏；3=基本正确但不完整；4=明确区分未知量、已知量、数据、域和任务目标；5=完整精确，并在不编造条件的前提下标出缺失规格。,5,,,5,core_cue_ratio=1.00; reference_item_match=4/4
hard_helmholtz_high_frequency_020,hard,wave_physics,high_frequency_frequency_domain_modeling,Helmholtz equation,deepseek-ai/DeepSeek-V4-Flash,canonical_v0.3,Physics Constraints,physics_constraints,"The Helmholtz equation must be satisfied pointwise in Ω. Boundary conditions must be enforced exactly or in a soft manner. For high k, the solution is highly oscillatory, requiring dense sampling or adaptive strategies to resolve wavelengths. The complex-valued nature implies separate real and imaginary parts, or a magnitude/phase decomposition. The constraint that the solution is twice differentiable (C²) is implicit. No additional constraints (e.g., radiation condition) are needed since the domain is bounded.","critical_points: includes Helmholtz residual with source term; handles complex residual and prescribed boundary data; does not invent initial conditions; distinguishes phase and amplitude behavior || canonical_pde: complex-valued Helmholtz equation Delta u + k^2 n(x,y)^2 u = f on a bounded 2D domain, with short wavelength relative to the domain size in the private reference setting || constraints: boundary_conditions: homogeneous Dirichlet boundary condition u=0 on the boundary of [0,1]^2 | geometry: [0,1]^2 square domain for the private reference setting || reference_conditions: boundary: u=0 on boundary of [0,1]^2 | geometry: unit square || scoring_note: Full-credit plans should go beyond naming Fourier/SIREN. They must address complex-valued representation, wavelength-scaled sampling, and phase-aware validation. || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.; treats Helmholtz as time-dependent wave propagation => max 2. The task is frequency-domain.; uses real-only scalar formulation without addressing complex phase => max 3. The public v0.3 task explicitly asks for a complex-valued frequency-domain field.","AUTO_REVIEW: schema_valid=True | mentions cues: equation, boundary, constraint | check possible missing cues: pde, residual, initial, dirichlet, neumann, periodic, conservation, divergence | This is a preliminary reading aid, not an automatic score.",0=遗漏或写错核心物理约束；1=只泛泛说满足 PDE；2=包含部分约束但漏 IC/BC/观测/特殊约束；3=主要 residual 与条件基本正确；4=明确给出 residual、作用区域、IC/BC/观测和物理假设；5=进一步识别兼容性、守恒、散度、变系数、正则性等任务特异要求。,5,,,5,core_cue_ratio=0.80; reference_item_match=8/11
hard_helmholtz_high_frequency_020,hard,wave_physics,high_frequency_frequency_domain_modeling,Helmholtz equation,deepseek-ai/DeepSeek-V4-Flash,canonical_v0.3,Model Choice,model_choice,"A physics-informed neural network (PINN) with a complex-valued architecture (e.g., using complex weights or splitting into real/imaginary outputs) is suitable. The loss function includes the PDE residual (real and imaginary parts) and boundary condition mismatch. For high frequencies, a standard PINN may fail due to spectral bias; thus, use a Fourier feature network or a multi-scale architecture (e.g., with sinusoidal activation functions or random Fourier features) to capture high-frequency oscillations. Alternatively, a separable PINN or a network with adaptive activation functions can help. The model choice is justified by the need for mesh-free, differentiable solutions that can incorporate physics constraints directly.","critical_points: explicitly addresses high-frequency spectral bias; chooses complex-capable output representation; uses Fourier features, SIREN, multiscale PINN, domain decomposition, frequency curriculum, or hybrid method with justification || acceptable_model_choices: PINN with Fourier features; frequency-aware PINN; domain-decomposition PINN; hybrid numerical-neural method; Fourier PINN; SIREN || scoring_note: Full-credit plans should go beyond naming Fourier/SIREN. They must address complex-valued representation, wavelength-scaled sampling, and phase-aware validation. || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.; mentions a high-frequency architecture but omits complex-valued representation, points-per-wavelength sampling, or phase validation => max 3. Naming Fourier features is insufficient for short-wavelength Helmholtz planning.","AUTO_REVIEW: schema_valid=True | mentions cues: pinn, physics-informed, neural, fourier, architecture, network | check possible missing cues: mlp, operator, siren, domain decomposition, weak | This is a preliminary reading aid, not an automatic score.",0=无合适模型；1=泛称 NN/PINN；2=模型可行但理由弱；3=模型类别、输入输出和基本理由正确；4=架构与 PDE 类型、数据、导数、约束和正/反问题匹配；5=能针对高频、刚性、守恒、多尺度、复杂几何或可辨识性做任务感知选择。,5,,,5,core_cue_ratio=1.00; reference_item_match=7/9
