task_id,difficulty,domain,task_type,pde_system,model,prompt_setting,facet,facet_id,model_answer,reference_answer,assistant_view,scoring_standard,human_score_0_5,human_error_tags,human_notes,schema_valid,parse_error,normalized_file,score,score_rationale,cue_rules_pending,claim_findings
medium_heat_inverse_alpha_009,medium,heat_transfer,inverse_parameter_estimation,1D heat equation,deepseek-v4-flash,canonical_v0.4,Problem Formalization,problem_formalization,"We consider the one-dimensional heat equation u_t = α u_xx on a domain x in [0, L], t in [0, T], with unknown constant thermal diffusivity α > 0. The laboratory provides sparse, possibly noisy measurements of u at some (x,t) points. The initial condition u(x,0) and boundary conditions (e.g., Dirichlet or Neumann) are not specified and must be obtained or assumed from the experimental setup. Additionally, the rod length L and time horizon T must be known. The goal is to estimate α and reconstruct the full temperature field u(x,t).","critical_points: identifies an inverse heat-equation parameter-estimation task; states both u(x,t) and diffusivity alpha as unknowns; recognizes sparse/noisy sensor data || variables: x; t; u(x,t); alpha || known_parameters:  || unknowns: u(x,t); alpha || domain_spec: space: x in [0,1] | time: t in [0,1] || parameter_values: alpha_true: 0.5 | sensor_count: 100 | noise: 1 percent Gaussian noise || scoring_note: Do not require the model to guess the private IC/BC. Full-credit plans should state that IC/BC are needed or should be incorporated if available, and should not hallucinate unsupported values. || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.; treats diffusivity as known => max 2. The task is inverse parameter estimation.; the plan's forward/inverse declaration contradicts the task type of the specification => max 2. Wrong task type invalidates the formalization and the model framing (rubric v0.3 semantics).","AUTO_REVIEW: schema_valid=True | mentions cues: known, unknown, domain, field | check possible missing cues: parameter, geometry, forward, inverse, variable, identify, missing | This is a preliminary reading aid, not an automatic score.",0=无可用形式化；1=只复述题面；2=识别部分变量/目标但有重大遗漏；3=基本正确但遗漏数据角色、任务类型、已知/未知区分或缺失规格；4=明确区分未知量、已知输入、数据/观测、域和任务目标，但仍缺少一个任务特异建模决策或缺失信息处理；5=完整精确，明确 forward/inverse/data-assimilation/surrogate 目标，区分已知/未知/待推断参数，并可执行地处理缺失规格且不编造条件。,4,,,True,,runs/explore_stability_20260714/sample2/normalized/deepseek-v4-flash__canonical_v0.4.jsonl,4,core_cue_ratio=1.00; reference_item_match=1/3,cap_treats_diffusivity_known,
medium_heat_inverse_alpha_009,medium,heat_transfer,inverse_parameter_estimation,1D heat equation,deepseek-v4-flash,canonical_v0.4,Physics Constraints,physics_constraints,"The solution must satisfy the heat equation (PDE residual) as a hard or soft constraint. At the measured locations, the predicted temperature should match observations (data fidelity). For a well-posed problem, initial and boundary conditions are required; if unavailable, they can be treated as additional unknowns estimated from data, but this introduces non-uniqueness. Physics constraints include enforcing the PDE on collocation points, and optionally imposing known boundary/initial conditions if provided. No additional constraints beyond data and PDE are assumed.","critical_points: includes heat PDE residual with trainable alpha; includes data mismatch loss; states IC/BC must be specified or incorporated if available; does not hallucinate exact IC/BC || canonical_pde: u_t = alpha * u_xx with true alpha = 0.5 for the private reference || constraints: observations: 100 randomly sampled sparse temperature sensors with 1 percent Gaussian noise for the private reference setting | physics: heat equation form is known | initial_and_boundary_conditions: private execution reference uses u(x,0)=sin(pi*x), u(0,t)=0, u(1,t)=0; public task does not fully specify IC/BC, so a plan should request or account for them || reference_conditions: initial: u(x,0)=sin(pi*x) | boundary: u(0,t)=0; u(1,t)=0 | observations: 100 random space-time sensors with 1 percent Gaussian noise || scoring_note: Do not require the model to guess the private IC/BC. Full-credit plans should state that IC/BC are needed or should be incorporated if available, and should not hallucinate unsupported values. || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.; answer invents concrete IC/BC/parameters that are not provided by the public task and does not mark them as assumptions => max 2. Private execution references are not available to the model; unsupported guessing should be penalized.; omits sensor data loss => max 2. Sparse measurements are the basis for inference.","AUTO_REVIEW: schema_valid=True | mentions cues: pde, residual, equation, initial, boundary, constraint | check possible missing cues: dirichlet, neumann, periodic, conservation, divergence, incompressible, mass | This is a preliminary reading aid, not an automatic score.",0=遗漏或写错核心物理约束；1=只泛泛说满足 PDE；2=包含部分约束但漏 IC/BC/观测/特殊约束；3=主要 residual 与条件基本正确；4=明确给出 residual、作用区域、IC/BC/观测和物理假设；5=进一步识别兼容性、守恒、散度、变系数、正则性等任务特异要求。,3,,,True,,runs/explore_stability_20260714/sample2/normalized/deepseek-v4-flash__canonical_v0.4.jsonl,3,core_cue_ratio=1.00; reference_item_match=1/10,cap_answer_invents_concrete_ic|cap_omits_sensor_data_loss,
medium_heat_inverse_alpha_009,medium,heat_transfer,inverse_parameter_estimation,1D heat equation,deepseek-v4-flash,canonical_v0.4,Model Choice,model_choice,"We adopt a Physics-Informed Neural Network (PINN) approach. The neural network u_θ(x,t) approximates the temperature field, and α is included as a trainable scalar parameter. This choice is motivated by the ability to handle sparse noisy data, to incorporate PDE loss, and to naturally treat α as an unknown. The PDE is 1D and parabolic, making PINN training feasible. Alternative methods like finite elements with adjoint inversion could be used, but PINN avoids mesh generation and is flexible with sparse data.","critical_points: chooses PINN with learnable positive diffusivity; does not treat alpha as known; handles sparse/noisy observations; includes alpha as a trainable parameter in the network || acceptable_model_choices: PINN with trainable alpha; physics-informed neural network with parameter inference || scoring_note: Do not require the model to guess the private IC/BC. Full-credit plans should state that IC/BC are needed or should be incorporated if available, and should not hallucinate unsupported values. || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.; treats diffusivity as known => max 2. The task is inverse parameter estimation.; the plan's forward/inverse declaration contradicts the task type of the specification => max 2. Wrong task type invalidates the formalization and the model framing (rubric v0.3 semantics).","AUTO_REVIEW: schema_valid=True | mentions cues: pinn, physics-informed, neural, network | check possible missing cues: mlp, operator, fourier, siren, architecture, domain decomposition, weak | This is a preliminary reading aid, not an automatic score.",0=无合适模型；1=泛称 NN/PINN；2=模型可行但理由弱；3=模型类别、输入输出和基本理由正确；4=架构与 PDE 类型、数据、导数、约束和正/反问题匹配；5=能针对高频、刚性、守恒、多尺度、复杂几何或可辨识性做任务感知选择。,5,,,True,,runs/explore_stability_20260714/sample2/normalized/deepseek-v4-flash__canonical_v0.4.jsonl,5,core_cue_ratio=0.60; reference_item_match=5/6,cap_treats_diffusivity_known,
medium_heat_inverse_alpha_009,medium,heat_transfer,inverse_parameter_estimation,1D heat equation,deepseek-v4-flash,canonical_v0.4,Training Strategy,training_strategy,"We use a composite loss: L = λ_data * L_data + λ_pde * L_pde + λ_ic * L_ic + λ_bc * L_bc, where L_data is mean squared error on measured points, L_pde is the heat equation residual over collocation points sampled in the domain (Latin hypercube or random), L_ic and L_bc enforce initial and boundary conditions if known. If IC/BC are unknown, they can be omitted with increased regularization or treated as additional outputs. We use Adam optimizer initially, then L-BFGS for fine-tuning. Learning rate scheduling and loss weighting (e.g., using NTK or adaptive weights) can stabilize training. The unknown α is constrained to be positive via softplus or exponentiation. We validate by checking convergence of α and temperature reconstruction at held-out points.","critical_points: jointly optimizes network and alpha; balances physics and noisy data losses; uses held-out sensors and positivity constraint || expected_loss_terms: PDE residual loss with trainable alpha; data loss on sparse noisy sensor measurements; initial condition loss if IC is available; boundary condition loss if BC is available; positivity constraint or positive parameterization for alpha; measurement data loss; parameter regularization loss || expected_training_strategy: jointly optimize network weights and alpha; enforce alpha positivity through parameterization or constraints; balance data and physics losses under noisy sparse observations; use held-out sensors for validation; explicitly state that IC/BC information is required if not given; treat alpha as trainable parameter; include measurement data into loss with noise weighting || scoring_note: Do not require the model to guess the private IC/BC. Full-credit plans should state that IC/BC are needed or should be incorporated if available, and should not hallucinate unsupported values. || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.; answer invents concrete IC/BC/parameters that are not provided by the public task and does not mark them as assumptions => max 2. Private execution references are not available to the model; unsupported guessing should be penalized.; treats diffusivity as known => max 2. The task is inverse parameter estimation.; omits sensor data loss => max 2. Sparse measurements are the basis for inference.","AUTO_REVIEW: schema_valid=True | mentions cues: loss, residual, data, initial, boundary, collocation, optimizer, adam, l-bfgs, weight, adaptive | check possible missing cues: sampling, normalize | This is a preliminary reading aid, not an automatic score.",0=无可用训练方案；1=只泛称训练/最小化误差；2=有部分 loss 但漏关键项；3=包含 PDE、IC/BC/数据 loss、采样和优化；4=含归一化、Adam+L-BFGS、loss balancing、稳定性或监控；5=针对刚性、高频、长时程、边界层、多尺度、inverse/noisy 等困难给出具体训练策略。,4,,,True,,runs/explore_stability_20260714/sample2/normalized/deepseek-v4-flash__canonical_v0.4.jsonl,4,core_cue_ratio=1.00; reference_item_match=7/17,cap_answer_invents_concrete_ic|cap_treats_diffusivity_known|cap_omits_sensor_data_loss,
medium_heat_inverse_alpha_009,medium,heat_transfer,inverse_parameter_estimation,1D heat equation,deepseek-v4-flash,canonical_v0.4,Validation Failure Risks,validation_failure_risks,"Major risks include: (1) Non-uniqueness of α due to lack of IC/BC constraints – multiple (α, u) pairs may fit sparse noisy data. (2) Noisy data leading to overfitting – need regularization and careful loss weighting. (3) Training failure due to scale imbalance – solution may not satisfy PDE exactly. (4) Sensitivity to collocation point density and distribution. (5) PINN may struggle with sharp gradients or long time horizons. (6) If IC/BC are also estimated, the problem becomes severely ill-posed. Mitigation: use cross-validation, multiple random seeds, sensitivity analysis, and possibly Bayesian inference for uncertainty quantification.","critical_points: checks alpha error if reference exists; checks held-out sensor/field error; checks residual and sensitivity to noise || expected_validation: alpha estimation error if ground truth is available; field reconstruction error; PDE residual; held-out sensor error; sensitivity to noise || failure_traps: treats alpha as known; does not include data loss; does not constrain alpha positivity; hallucinates complete IC/BC instead of flagging missing or required conditions; does not include data loss for sparse measurements; treats alpha as fixed parameter || scoring_note: Do not require the model to guess the private IC/BC. Full-credit plans should state that IC/BC are needed or should be incorporated if available, and should not hallucinate unsupported values. || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.; answer invents concrete IC/BC/parameters that are not provided by the public task and does not mark them as assumptions => max 2. Private execution references are not available to the model; unsupported guessing should be penalized.","AUTO_REVIEW: schema_valid=True | mentions cues: validation, risk, failure | check possible missing cues: validate, residual, error, compare, identifiability, conservation, divergence, stability | This is a preliminary reading aid, not an automatic score.",0=无验证或风险分析；1=泛泛说检查精度；2=有部分验证但不任务特异；3=包含参考解/held-out/residual/IC-BC 检查和常见 PINN 风险；4=包含任务特异物理一致性指标与失败模式；5=深入说明不可验证内容、可辨识性、缺失条件、高频/守恒/散度/刚性等细节风险。,3,,,True,,runs/explore_stability_20260714/sample2/normalized/deepseek-v4-flash__canonical_v0.4.jsonl,3,core_cue_ratio=1.00; reference_item_match=3/14,cap_answer_invents_concrete_ic,
medium_poisson_source_recovery_011,medium,potential_fields,unknown_source_recovery,2D Poisson equation,deepseek-v4-flash,canonical_v0.4,Problem Formalization,problem_formalization,"The inverse problem is to recover an unknown source term f(x) in the Poisson equation −Δu = f on a bounded 2D domain Ω, given a finite set of interior observations of the potential u at points {x_i} and boundary conditions on ∂Ω. The forward problem is well-posed, but the inverse problem is ill-posed because the nullspace of the measurement operator (point evaluation) is infinite-dimensional: many source distributions produce the same observations. The goal is to jointly reconstruct the full field u and the source f, while explicitly addressing non-uniqueness by introducing a representation that restricts the solution space.","critical_points: identifies inverse Poisson source-recovery task; states both field u(x,y) and source f(x,y) as unknowns; recognizes partial observations and available boundary information; states the ill-posedness/non-uniqueness of source recovery from partial observations || variables: x; y; u(x,y); f(x,y) || known_parameters:  || unknowns: u(x,y); f(x,y) || domain_spec: space: (x,y) in [0,1]^2 | time: not applicable || parameter_values: noise: 1 percent Gaussian noise | source_representation: neural source network f_phi(x,y) | source_instance: two-lobe Gaussian mixture (private): f = A1*exp(-|x-c1|^2/(2*sigma^2)) + A2*exp(-|x-c2|^2/(2*sigma^2)), c1=(0.35,0.60), c2=(0.70,0.30), sigma=0.08, A1=+1.0, A2=-0.8 (opposite-sign lobes: near-dipole configurations weakly identifiable) | n_observations: 24 interior points (6x4 jittered grid, fixed seed 20260714) | underdetermination_note: source dof >> observation count in the unrestricted class || scoring_note: Do not require the model to guess the private source form. Full-credit plans should identify unknown source recovery, include a source representation, and discuss regularization or identifiability. || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.; claims unique or exact source recovery from the stated partial observations without any regularization or restrictive parameterization => max 2. The prompt states non-uniqueness; the claim contradicts the specification.; the plan's forward/inverse declaration contradicts the task type of the specification => max 2. Wrong task type invalidates the formalization and the model framing (rubric v0.3 semantics).","AUTO_REVIEW: schema_valid=True | mentions cues: known, unknown, domain, field, forward, inverse | check possible missing cues: parameter, geometry, variable, identify, missing | This is a preliminary reading aid, not an automatic score.",0=无可用形式化；1=只复述题面；2=识别部分变量/目标但有重大遗漏；3=基本正确但遗漏数据角色、任务类型、已知/未知区分或缺失规格；4=明确区分未知量、已知输入、数据/观测、域和任务目标，但仍缺少一个任务特异建模决策或缺失信息处理；5=完整精确，明确 forward/inverse/data-assimilation/surrogate 目标，区分已知/未知/待推断参数，并可执行地处理缺失规格且不编造条件。,4,,,True,,runs/explore_stability_20260714/sample2/normalized/deepseek-v4-flash__canonical_v0.4.jsonl,4,"core_cue_ratio=1.00; reference_item_match=4/4; pf_strict_cap<=4: 5 requires known/unknown split, task type, missing-spec handling, task-specific decision, and high reference match",,
medium_poisson_source_recovery_011,medium,potential_fields,unknown_source_recovery,2D Poisson equation,deepseek-v4-flash,canonical_v0.4,Physics Constraints,physics_constraints,"The solution must satisfy three sets of constraints: (1) the Poisson equation at collocation points in Ω, (2) the given boundary conditions (Dirichlet, Neumann, or mixed; since not specified, we assume well-posed Dirichlet conditions are provided, and note that missing BC details would affect the forward mapping), and (3) the observed interior values at the measurement points. The PDE residual is enforced via a loss term: L_PDE = (1/N_c) Σ |Δu_θ(x_c) + f_φ(x_c)|². Boundary conditions are enforced with a separate loss L_BC. The observation mismatch gives L_data = (1/N_obs) Σ |u_θ(x_i) − u_obs(x_i)|².","critical_points: includes Poisson residual coupling u and learned/parameterized source; includes boundary loss; includes observation data loss; mentions regularization or priors for source identifiability || canonical_pde: -Delta u(x,y) = f(x,y), with f unknown to the agent and represented as f_phi(x,y) in the plan || constraints: observations: 200 sparse observations of u with 1 percent Gaussian noise for the private reference setting | boundary_conditions: u=0 on the boundary of [0,1]^2 for the private reference setting || reference_conditions: boundary: u=0 on boundary of [0,1]^2 | observations: 24 interior u observations with 1 percent Gaussian noise (6x4 jittered grid, fixed seed) || scoring_note: Do not require the model to guess the private source form. Full-credit plans should identify unknown source recovery, include a source representation, and discuss regularization or identifiability. || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.; claims unique or exact source recovery from the stated partial observations without any regularization or restrictive parameterization => max 2. The prompt states non-uniqueness; the claim contradicts the specification.","AUTO_REVIEW: schema_valid=True | mentions cues: pde, residual, equation, boundary, dirichlet, neumann, constraint | check possible missing cues: initial, periodic, conservation, divergence, incompressible, mass | This is a preliminary reading aid, not an automatic score.",0=遗漏或写错核心物理约束；1=只泛泛说满足 PDE；2=包含部分约束但漏 IC/BC/观测/特殊约束；3=主要 residual 与条件基本正确；4=明确给出 residual、作用区域、IC/BC/观测和物理假设；5=进一步识别兼容性、守恒、散度、变系数、正则性等任务特异要求。,4,,,True,,runs/explore_stability_20260714/sample2/normalized/deepseek-v4-flash__canonical_v0.4.jsonl,4,core_cue_ratio=1.00; reference_item_match=3/13,,
medium_poisson_source_recovery_011,medium,potential_fields,unknown_source_recovery,2D Poisson equation,deepseek-v4-flash,canonical_v0.4,Model Choice,model_choice,"We use a physics-informed neural network (PINN) architecture with two output heads: one for u_θ and one for f_φ, sharing a common feature extractor. To restore well-posedness, the source f is represented with a low-dimensional parameterization: specifically, f_φ is defined as a linear combination of a small number of radial basis functions (RBFs) centered at a fixed set of points (e.g., ≤ N_obs centers), with coefficients φ. This reduces the degrees of freedom, making the mapping from parameters to observations injective (under typical conditions) and the inverse problem well-posed in the sense of Hadamard. The bias introduced is that the true source may not lie in the span of the chosen RBFs; however, the regularization (see below) further stabilizes recovery. Alternative neural network parameterizations with very few hidden units are also possible, but the RBF basis provides explicit spatial control.","critical_points: chooses two-network PINN, neural source parameterization, or equivalent; does not assume source is known; uses separate networks to represent u and the source term f || acceptable_model_choices: PINN with neural source term; two-network PINN for field and source; parameterized source model with physics loss; dual-network PINN (u and source); PINN with auxiliary source network || scoring_note: Do not require the model to guess the private source form. Full-credit plans should identify unknown source recovery, include a source representation, and discuss regularization or identifiability. || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.; the source representation (network, basis, grid) is chosen without any identifiability rationale => max 3. Representation choice is exactly where well-posedness is restored or lost.; the plan's forward/inverse declaration contradicts the task type of the specification => max 2. Wrong task type invalidates the formalization and the model framing (rubric v0.3 semantics).","AUTO_REVIEW: schema_valid=True | mentions cues: pinn, physics-informed, neural, architecture, network | check possible missing cues: mlp, operator, fourier, siren, domain decomposition, weak | This is a preliminary reading aid, not an automatic score.",0=无合适模型；1=泛称 NN/PINN；2=模型可行但理由弱；3=模型类别、输入输出和基本理由正确；4=架构与 PDE 类型、数据、导数、约束和正/反问题匹配；5=能针对高频、刚性、守恒、多尺度、复杂几何或可辨识性做任务感知选择。,5,,,True,,runs/explore_stability_20260714/sample2/normalized/deepseek-v4-flash__canonical_v0.4.jsonl,5,core_cue_ratio=1.00; reference_item_match=7/8,cap_no_identifiability_rationale,
medium_poisson_source_recovery_011,medium,potential_fields,unknown_source_recovery,2D Poisson equation,deepseek-v4-flash,canonical_v0.4,Training Strategy,training_strategy,"The total loss is L = L_data + λ_PDE L_PDE + λ_BC L_BC + λ_reg L_reg, where L_reg = Σ φ_i² (L2 weight decay on source coefficients). Additionally, a gradient penalty L_smooth = ∫ |∇f_φ|² dx is added to enforce spatial smoothness, biasing towards low-frequency sources. Collocation points are sampled via residual-based adaptive refinement to concentrate where PDE error is high. We use Adam optimizer initially (learning rate 1e-3), then switch to L-BFGS for fine-tuning. A separate validation set is constructed: from the limited observations, a fraction (e.g., 20%) is held out as test observations. We also generate a synthetic test case with a known ground-truth source (from a different functional class) to evaluate recovery quality. The regularization strengths are tuned via cross-validation on the held-out observations.","critical_points: jointly trains field and source representations; balances data, boundary, and residual losses; uses regularization/smoothness or identifiability checks || expected_loss_terms: Poisson residual loss coupling u and f_phi; sparse field observation data loss; boundary condition loss; regularization or smoothness prior for source recovery; measurement data loss; source network regularization || expected_training_strategy: represent the source as a neural source network f_phi(x,y) or another explicit parameterization; jointly train field and source representations; sample interior and boundary points; balance data, boundary, and PDE residual losses; address inverse-problem non-identifiability with regularization or priors; simultaneously train u-network and source-network; use regularization to prevent source overfitting || scoring_note: Do not require the model to guess the private source form. Full-credit plans should identify unknown source recovery, include a source representation, and discuss regularization or identifiability. || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.","AUTO_REVIEW: schema_valid=True | mentions cues: loss, residual, data, initial, collocation, optimizer, adam, l-bfgs, weight, adaptive | check possible missing cues: boundary, sampling, normalize | This is a preliminary reading aid, not an automatic score.",0=无可用训练方案；1=只泛称训练/最小化误差；2=有部分 loss 但漏关键项；3=包含 PDE、IC/BC/数据 loss、采样和优化；4=含归一化、Adam+L-BFGS、loss balancing、稳定性或监控；5=针对刚性、高频、长时程、边界层、多尺度、inverse/noisy 等困难给出具体训练策略。,4,,,True,,runs/explore_stability_20260714/sample2/normalized/deepseek-v4-flash__canonical_v0.4.jsonl,4,core_cue_ratio=1.00; reference_item_match=9/16,,
medium_poisson_source_recovery_011,medium,potential_fields,unknown_source_recovery,2D Poisson equation,deepseek-v4-flash,canonical_v0.4,Validation Failure Risks,validation_failure_risks,"The major risk is non-uniqueness: the method may converge to a source that matches observations and PDE but differs from the true source. The observation layout limits recoverability: only source features that are 'visible' through the potential at the measurement points can be constrained. Specifically, high-wavenumber components far from observations are unidentifiable and will be suppressed by regularization, leading to over-smoothed reconstructions. Validation must honestly reflect these limits: we compute the empirical nullspace by perturbing initializations and analyzing the variance of recovered sources; features with high variance are unreliable. We also perform a sensitivity analysis: if we perturb observations within noise level, how much does the source change? The held-out observation test gives a lower bound on predictive accuracy for u, but not for f. To address failure, we report a spatially varying confidence map derived from the Jacobian of the observation model. The workflow fails if collocation points are too few or poorly distributed, or if the regularization bias hides genuine sharp source features. We recommend using multiple independent runs with different basis centers and regularization strengths to assess consistency.","critical_points: checks field reconstruction; checks source recovery if reference exists; checks residual, boundary error, and sensitivity to noise/sparsity || expected_validation: field reconstruction error on held-out points; source recovery error if private reference is available; PDE residual; boundary error; sensitivity to noise and observation sparsity || failure_traps: assumes source is known; does not represent the unknown source; omits data loss; omits boundary constraints; ignores non-identifiability of inverse source recovery; assumes constant source or does not model source separately; claims unique recovery without regularization; no identifiability rationale for source representation; validates field only, never the source || scoring_note: Do not require the model to guess the private source form. Full-credit plans should identify unknown source recovery, include a source representation, and discuss regularization or identifiability. || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.; validation evaluates only the reconstructed field and never the recovered source against held-out information (or does not acknowledge that source error cannot be fully validated without ground truth) => max 3. Field fit does not certify source recovery under non-uniqueness.","AUTO_REVIEW: schema_valid=True | mentions cues: validation, risk, failure | check possible missing cues: validate, residual, error, compare, identifiability, conservation, divergence, stability | This is a preliminary reading aid, not an automatic score.",0=无验证或风险分析；1=泛泛说检查精度；2=有部分验证但不任务特异；3=包含参考解/held-out/residual/IC-BC 检查和常见 PINN 风险；4=包含任务特异物理一致性指标与失败模式；5=深入说明不可验证内容、可辨识性、缺失条件、高频/守恒/散度/刚性等细节风险。,3,,,True,,runs/explore_stability_20260714/sample2/normalized/deepseek-v4-flash__canonical_v0.4.jsonl,3,core_cue_ratio=1.00; reference_item_match=5/17,cap_source_never_validated,
hard_navier_stokes_2d_018,hard,fluid_dynamics,forward_or_data_assimilation,2D incompressible Navier-Stokes equations,deepseek-v4-flash,canonical_v0.4,Problem Formalization,problem_formalization,"We consider a two-dimensional incompressible flow over a domain Ω×(0,T) with unknown velocity field u = (u,v) and pressure p. The governing equations are the Navier-Stokes equations: ∂u/∂t + u·∇u = -∇p + ν∇²u + f (with ν known, f possibly unknown but we treat as zero for simplicity), and ∇·u = 0. Available data consist of sparse, partial observations of u (no observations of p) at some space-time points, and partial boundary conditions (BC) and initial condition (IC) for u. Pressure is not observed and appears only through its gradient; therefore, p is determined only up to an arbitrary additive constant. Without a reference condition, the pressure field is non-unique. The workflow will impose a soft constraint that the spatial mean of p is zero to fix this constant. Additionally, in a discretized or neural network setting, spurious pressure modes (e.g., checkerboard patterns) that leave the momentum residual unchanged may arise if the approximation spaces are incompatible. Our workflow must detect such modes.","critical_points: identifies 2D incompressible Navier-Stokes/data-assimilation task; states velocity components and pressure as unknowns; recognizes pressure is not directly observed; states that pressure is determined only up to an additive constant and fixes a gauge (or adopts a pressure-free formulation) || variables: x; y; t; u(x,y,t); v(x,y,t); p(x,y,t) || known_parameters: Re = 100; forcing if present || unknowns: u(x,y,t); v(x,y,t); p(x,y,t) up to an additive constant || domain_spec: space: (x,y) in [0,1]^2 or a standard 2D flow domain | time: t in [0,1] for transient setting || parameter_values: Re: 100 | pressure_observed: false | instance: Taylor-Green vortex, nu = 0.01 (private reference; execution-validity candidate) || scoring_note: Do not require exact private BC from the public task. Full-credit plans must include pressure, incompressibility, velocity data loss, and boundary/initial handling conditional on available details. || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.; claims to recover absolute pressure values from velocity observations alone => max 2. Identifiability error: pressure is determined only up to a constant.","AUTO_REVIEW: schema_valid=True | mentions cues: known, unknown, domain, field | check possible missing cues: parameter, geometry, forward, inverse, variable, identify, missing | This is a preliminary reading aid, not an automatic score.",0=无可用形式化；1=只复述题面；2=识别部分变量/目标但有重大遗漏；3=基本正确但遗漏数据角色、任务类型、已知/未知区分或缺失规格；4=明确区分未知量、已知输入、数据/观测、域和任务目标，但仍缺少一个任务特异建模决策或缺失信息处理；5=完整精确，明确 forward/inverse/data-assimilation/surrogate 目标，区分已知/未知/待推断参数，并可执行地处理缺失规格且不编造条件。,4,,,True,,runs/explore_stability_20260714/sample2/normalized/deepseek-v4-flash__canonical_v0.4.jsonl,4,"core_cue_ratio=1.00; reference_item_match=4/4; pf_strict_cap<=4: 5 requires known/unknown split, task type, missing-spec handling, task-specific decision, and high reference match",,
hard_navier_stokes_2d_018,hard,fluid_dynamics,forward_or_data_assimilation,2D incompressible Navier-Stokes equations,deepseek-v4-flash,canonical_v0.4,Physics Constraints,physics_constraints,"We enforce the physics via two mechanisms: (i) Incompressibility is enforced **by construction**: we introduce a scalar streamfunction ψ(x,y,t) and set u = ∂ψ/∂y, v = -∂ψ/∂x. This guarantees ∇·u ≡ 0 identically, eliminating any divergence drift. (ii) The momentum equations are imposed as soft penalty terms: residuals of both components are added to the loss. The pressure gradient is supplied by a separate pressure network p_θ(x,y,t). To resolve the pressure constant, we include a soft constraint that the spatial average of p (over Ω and over a representative set of collocation points) is zero. Boundary and initial conditions for u are translated into conditions on ψ and its spatial derivatives (e.g., Dirichlet u becomes derivative constraints on ψ) and are enforced as additional loss terms. No pressure boundary conditions are available, so no such terms are added beyond the mean-zero constraint.","critical_points: includes momentum residuals; includes incompressibility constraint; includes velocity observation loss; incorporates BC/IC if available without hallucinating details; enforces continuity equation and momentum balance; incorporates sparse velocity data into loss || canonical_pde: u_t + u dot grad(u) + grad(p) - (1/Re) * Delta u = f, div(u)=0, with Re=100 in the private reference setting || constraints: observations: partial velocity observations; pressure is not directly observed | physics: momentum equations; incompressibility constraint div(u)=0 | boundary_conditions: boundary conditions are fully known in the reference setting but are not detailed in the public task; high-quality plans should incorporate known BC or request details || reference_conditions: observations: partial velocity observations | pressure: unobserved | boundary: fully known in private reference; choose lid-driven cavity or periodic vortex setting if execution validation is used || scoring_note: Do not require exact private BC from the public task. Full-credit plans must include pressure, incompressibility, velocity data loss, and boundary/initial handling conditional on available details. || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.; outputs pressure but neither fixes a gauge (reference point, zero-mean constraint, or boundary pressure condition) nor adopts a pressure-free formulation => max 3. Un-gauged pressure makes the optimization problem degenerate.","AUTO_REVIEW: schema_valid=True | mentions cues: residual, equation, initial, boundary, dirichlet, constraint, divergence | check possible missing cues: pde, neumann, periodic, conservation, incompressible, mass | This is a preliminary reading aid, not an automatic score.",0=遗漏或写错核心物理约束；1=只泛泛说满足 PDE；2=包含部分约束但漏 IC/BC/观测/特殊约束；3=主要 residual 与条件基本正确；4=明确给出 residual、作用区域、IC/BC/观测和物理假设；5=进一步识别兼容性、守恒、散度、变系数、正则性等任务特异要求。,4,,,True,,runs/explore_stability_20260714/sample2/normalized/deepseek-v4-flash__canonical_v0.4.jsonl,4,core_cue_ratio=1.00; reference_item_match=8/17,cap_no_gauge,
