task_id,difficulty,domain,task_type,pde_system,model,task_score_out_of_25,avg_facet_score
hard_plus_helmholtz_staircase_021,hard_plus,wave_physics,complex_geometry_high_frequency_modeling,High-frequency Helmholtz equation in staircase geometry,deepseek-v4-pro,18.0,3.600
hard_plus_helmholtz_staircase_021,hard_plus,wave_physics,complex_geometry_high_frequency_modeling,High-frequency Helmholtz equation in staircase geometry,qwen/qwen3.7-max,20.0,4.000
hard_plus_helmholtz_staircase_021,hard_plus,wave_physics,complex_geometry_high_frequency_modeling,High-frequency Helmholtz equation in staircase geometry,z-ai/glm-4.7,19.0,3.800
hard_plus_mhd_divergence_025,hard_plus,magnetohydrodynamics,coupled_divergence_free_field_modeling,Resistive magnetohydrodynamics,Pro/moonshotai/Kimi-K2.6,22.0,4.400
hard_plus_mhd_divergence_025,hard_plus,magnetohydrodynamics,coupled_divergence_free_field_modeling,Resistive magnetohydrodynamics,Pro/zai-org/GLM-5.1,22.0,4.400
hard_plus_mhd_divergence_025,hard_plus,magnetohydrodynamics,coupled_divergence_free_field_modeling,Resistive magnetohydrodynamics,deepseek-v4-flash,22.0,4.400
hard_plus_mhd_divergence_025,hard_plus,magnetohydrodynamics,coupled_divergence_free_field_modeling,Resistive magnetohydrodynamics,deepseek-v4-pro,23.0,4.600
hard_plus_mhd_divergence_025,hard_plus,magnetohydrodynamics,coupled_divergence_free_field_modeling,Resistive magnetohydrodynamics,qwen/qwen3.7-max,20.0,4.000
hard_plus_mhd_divergence_025,hard_plus,magnetohydrodynamics,coupled_divergence_free_field_modeling,Resistive magnetohydrodynamics,z-ai/glm-4.7,22.0,4.400
hard_plus_multiscale_darcy_026,hard_plus,porous_media,multiscale_operator_or_solver_design,Multiscale Darcy flow with high-contrast permeability,Pro/moonshotai/Kimi-K2.6,20.0,4.000
hard_plus_multiscale_darcy_026,hard_plus,porous_media,multiscale_operator_or_solver_design,Multiscale Darcy flow with high-contrast permeability,Pro/zai-org/GLM-5.1,23.0,4.600
hard_plus_multiscale_darcy_026,hard_plus,porous_media,multiscale_operator_or_solver_design,Multiscale Darcy flow with high-contrast permeability,deepseek-v4-flash,21.0,4.200
hard_plus_multiscale_darcy_026,hard_plus,porous_media,multiscale_operator_or_solver_design,Multiscale Darcy flow with high-contrast permeability,deepseek-v4-pro,20.0,4.000
hard_plus_multiscale_darcy_026,hard_plus,porous_media,multiscale_operator_or_solver_design,Multiscale Darcy flow with high-contrast permeability,qwen/qwen3.7-max,21.0,4.200
hard_plus_multiscale_darcy_026,hard_plus,porous_media,multiscale_operator_or_solver_design,Multiscale Darcy flow with high-contrast permeability,z-ai/glm-4.7,19.0,3.800
hard_plus_rayleigh_benard_024,hard_plus,thermal_fluid_dynamics,coupled_multiphysics_modeling,Rayleigh-Benard convection under Boussinesq approximation,Pro/moonshotai/Kimi-K2.6,19.0,3.800
hard_plus_rayleigh_benard_024,hard_plus,thermal_fluid_dynamics,coupled_multiphysics_modeling,Rayleigh-Benard convection under Boussinesq approximation,Pro/zai-org/GLM-5.1,21.0,4.200
hard_plus_rayleigh_benard_024,hard_plus,thermal_fluid_dynamics,coupled_multiphysics_modeling,Rayleigh-Benard convection under Boussinesq approximation,deepseek-v4-flash,21.0,4.200
hard_plus_rayleigh_benard_024,hard_plus,thermal_fluid_dynamics,coupled_multiphysics_modeling,Rayleigh-Benard convection under Boussinesq approximation,deepseek-v4-pro,20.0,4.000
hard_plus_rayleigh_benard_024,hard_plus,thermal_fluid_dynamics,coupled_multiphysics_modeling,Rayleigh-Benard convection under Boussinesq approximation,qwen/qwen3.7-max,20.0,4.000
hard_plus_rayleigh_benard_024,hard_plus,thermal_fluid_dynamics,coupled_multiphysics_modeling,Rayleigh-Benard convection under Boussinesq approximation,z-ai/glm-4.7,17.0,3.400
medium_advection_diffusion_008,medium,transport,forward_pde_solving,Advection-diffusion equation,Pro/moonshotai/Kimi-K2.6,20.0,4.000
medium_advection_diffusion_008,medium,transport,forward_pde_solving,Advection-diffusion equation,Pro/zai-org/GLM-5.1,19.0,3.800
medium_advection_diffusion_008,medium,transport,forward_pde_solving,Advection-diffusion equation,deepseek-v4-flash,18.0,3.600
medium_advection_diffusion_008,medium,transport,forward_pde_solving,Advection-diffusion equation,deepseek-v4-pro,19.0,3.800
medium_advection_diffusion_008,medium,transport,forward_pde_solving,Advection-diffusion equation,qwen/qwen3.7-max,18.0,3.600
medium_advection_diffusion_008,medium,transport,forward_pde_solving,Advection-diffusion equation,z-ai/glm-4.7,17.0,3.400
medium_burgers_inverse_viscosity_010,medium,fluid_dynamics,inverse_parameter_estimation,1D viscous Burgers equation,Pro/moonshotai/Kimi-K2.6,22.0,4.400
medium_burgers_inverse_viscosity_010,medium,fluid_dynamics,inverse_parameter_estimation,1D viscous Burgers equation,Pro/zai-org/GLM-5.1,22.0,4.400
medium_burgers_inverse_viscosity_010,medium,fluid_dynamics,inverse_parameter_estimation,1D viscous Burgers equation,deepseek-v4-flash,21.0,4.200
medium_burgers_inverse_viscosity_010,medium,fluid_dynamics,inverse_parameter_estimation,1D viscous Burgers equation,deepseek-v4-pro,22.0,4.400
medium_burgers_inverse_viscosity_010,medium,fluid_dynamics,inverse_parameter_estimation,1D viscous Burgers equation,qwen/qwen3.7-max,22.0,4.400
medium_burgers_inverse_viscosity_010,medium,fluid_dynamics,inverse_parameter_estimation,1D viscous Burgers equation,z-ai/glm-4.7,21.0,4.200
medium_heat_inverse_alpha_009,medium,heat_transfer,inverse_parameter_estimation,1D heat equation,Pro/moonshotai/Kimi-K2.6,20.0,4.000
medium_heat_inverse_alpha_009,medium,heat_transfer,inverse_parameter_estimation,1D heat equation,Pro/zai-org/GLM-5.1,20.0,4.000
medium_heat_inverse_alpha_009,medium,heat_transfer,inverse_parameter_estimation,1D heat equation,deepseek-v4-flash,20.0,4.000
medium_heat_inverse_alpha_009,medium,heat_transfer,inverse_parameter_estimation,1D heat equation,deepseek-v4-pro,18.0,3.600
medium_heat_inverse_alpha_009,medium,heat_transfer,inverse_parameter_estimation,1D heat equation,qwen/qwen3.7-max,19.0,3.800
medium_heat_inverse_alpha_009,medium,heat_transfer,inverse_parameter_estimation,1D heat equation,z-ai/glm-4.7,18.0,3.600
medium_heat_mixed_bc_014,medium,heat_transfer,boundary_condition_handling,1D heat equation,Pro/moonshotai/Kimi-K2.6,21.0,4.200
medium_heat_mixed_bc_014,medium,heat_transfer,boundary_condition_handling,1D heat equation,Pro/zai-org/GLM-5.1,20.0,4.000
medium_heat_mixed_bc_014,medium,heat_transfer,boundary_condition_handling,1D heat equation,deepseek-v4-flash,22.0,4.400
medium_heat_mixed_bc_014,medium,heat_transfer,boundary_condition_handling,1D heat equation,deepseek-v4-pro,24.0,4.800
medium_heat_mixed_bc_014,medium,heat_transfer,boundary_condition_handling,1D heat equation,qwen/qwen3.7-max,22.0,4.400
medium_heat_mixed_bc_014,medium,heat_transfer,boundary_condition_handling,1D heat equation,z-ai/glm-4.7,21.0,4.200
medium_laplace_L_corner_007r,medium,potential_fields,boundary_value_problem,2D Laplace equation on an L-shaped domain,Pro/moonshotai/Kimi-K2.6,21.0,4.200
medium_laplace_L_corner_007r,medium,potential_fields,boundary_value_problem,2D Laplace equation on an L-shaped domain,Pro/zai-org/GLM-5.1,17.0,3.400
medium_laplace_L_corner_007r,medium,potential_fields,boundary_value_problem,2D Laplace equation on an L-shaped domain,deepseek-v4-flash,21.0,4.200
medium_laplace_L_corner_007r,medium,potential_fields,boundary_value_problem,2D Laplace equation on an L-shaped domain,deepseek-v4-pro,18.0,3.600
medium_laplace_L_corner_007r,medium,potential_fields,boundary_value_problem,2D Laplace equation on an L-shaped domain,qwen/qwen3.7-max,16.0,3.200
medium_laplace_L_corner_007r,medium,potential_fields,boundary_value_problem,2D Laplace equation on an L-shaped domain,z-ai/glm-4.7,20.0,4.000
medium_periodic_advdiff_015,medium,transport,periodic_constraint_handling,Periodic advection-diffusion equation,Pro/moonshotai/Kimi-K2.6,20.0,4.000
medium_periodic_advdiff_015,medium,transport,periodic_constraint_handling,Periodic advection-diffusion equation,Pro/zai-org/GLM-5.1,20.0,4.000
medium_periodic_advdiff_015,medium,transport,periodic_constraint_handling,Periodic advection-diffusion equation,deepseek-v4-flash,20.0,4.000
medium_periodic_advdiff_015,medium,transport,periodic_constraint_handling,Periodic advection-diffusion equation,deepseek-v4-pro,19.0,3.800
medium_periodic_advdiff_015,medium,transport,periodic_constraint_handling,Periodic advection-diffusion equation,qwen/qwen3.7-max,19.0,3.800
medium_periodic_advdiff_015,medium,transport,periodic_constraint_handling,Periodic advection-diffusion equation,z-ai/glm-4.7,16.0,3.200
medium_poisson_source_recovery_011,medium,potential_fields,unknown_source_recovery,2D Poisson equation,Pro/moonshotai/Kimi-K2.6,21.0,4.200
medium_poisson_source_recovery_011,medium,potential_fields,unknown_source_recovery,2D Poisson equation,Pro/zai-org/GLM-5.1,20.0,4.000
medium_poisson_source_recovery_011,medium,potential_fields,unknown_source_recovery,2D Poisson equation,deepseek-v4-flash,20.0,4.000
medium_poisson_source_recovery_011,medium,potential_fields,unknown_source_recovery,2D Poisson equation,deepseek-v4-pro,18.0,3.600
medium_poisson_source_recovery_011,medium,potential_fields,unknown_source_recovery,2D Poisson equation,qwen/qwen3.7-max,22.0,4.400
medium_poisson_source_recovery_011,medium,potential_fields,unknown_source_recovery,2D Poisson equation,z-ai/glm-4.7,19.0,3.800
medium_reaction_diffusion_noisy_013,medium,chemical_biology,noisy_data_fitting,Two-species reaction-diffusion system,Pro/moonshotai/Kimi-K2.6,19.0,3.800
medium_reaction_diffusion_noisy_013,medium,chemical_biology,noisy_data_fitting,Two-species reaction-diffusion system,Pro/zai-org/GLM-5.1,15.0,3.000
medium_reaction_diffusion_noisy_013,medium,chemical_biology,noisy_data_fitting,Two-species reaction-diffusion system,deepseek-v4-flash,19.0,3.800
medium_reaction_diffusion_noisy_013,medium,chemical_biology,noisy_data_fitting,Two-species reaction-diffusion system,deepseek-v4-pro,18.0,3.600
medium_reaction_diffusion_noisy_013,medium,chemical_biology,noisy_data_fitting,Two-species reaction-diffusion system,qwen/qwen3.7-max,19.0,3.800
medium_reaction_diffusion_noisy_013,medium,chemical_biology,noisy_data_fitting,Two-species reaction-diffusion system,z-ai/glm-4.7,18.0,3.600
medium_wave_sparse_sensors_012,medium,wave_propagation,sparse_observation_modeling,1D wave equation,Pro/moonshotai/Kimi-K2.6,18.0,3.600
medium_wave_sparse_sensors_012,medium,wave_propagation,sparse_observation_modeling,1D wave equation,Pro/zai-org/GLM-5.1,18.0,3.600
medium_wave_sparse_sensors_012,medium,wave_propagation,sparse_observation_modeling,1D wave equation,deepseek-v4-flash,18.0,3.600
medium_wave_sparse_sensors_012,medium,wave_propagation,sparse_observation_modeling,1D wave equation,deepseek-v4-pro,17.0,3.400
medium_wave_sparse_sensors_012,medium,wave_propagation,sparse_observation_modeling,1D wave equation,qwen/qwen3.7-max,18.0,3.600
medium_wave_sparse_sensors_012,medium,wave_propagation,sparse_observation_modeling,1D wave equation,z-ai/glm-4.7,18.0,3.600
